EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg10956	sohb	b1272	putative protease (sohb) [3.4.-.-] {escherichia coli k12-mg1655}                                                          	39316.486	349	20.20799206	986	0.007220892	0.8856	2	3.60E-05	73	1100	0.041031182	0.4989	7	7.79E-05	159	116	173870	5	52%	386	1	2.6	4.26E-05	887730	378.2266667	25	382	3	12.9	7.67E-20	1685000	891.76	66	45	68024	2	63%	1083	49	77 (1)	26 (1)	0.08	2.95E-05	60	1080	47	101 (4)	28 (1)	0.08	3.03E-05	62	61	91193	27(1)	2%	cog0616;periplasmic serine proteases (clpp class)	[OU]	23	29	8	32	0.285715509		
eg13075	ygfy	b2897	orf, hypothetical protein (ygfy) {escherichia coli k12-mg1655}                                                          	10529.172	88	4.62	1098	0.032509472	0.5607	5	2.49E-04	505	985	0.009529543	0.8585	1	8.38E-05	171	338	126699	3	70%	802	1	25	0.0018131	5707300	4944.8	329	797	1	25	0.0092641	2498600	3659.2	269	299	112068	1	14%	1220	30	51 (2)	12 (1)	0.32	0.000117916	239	1128	37	53 (1)	11 (1)	0.32	0.000121089	247	243	91119	12(1)	2%	cog2938;uncharacterized conserved protein	[S]	10	3	4	8	0.337151535		
eg12739	exur	b3094	negative regulator of exu regulon, exut, uxaac, and uxub (exur) {escherichia coli k12-mg1655}                                                    	29817.775	258	19.34766667	1094	0.031031444	0.5723	1	1.21E-05	25							25	27179	1		864	2	7.6	6.47E-10	3948900	1309.786667	87								87	96433	2		1158	36	80 (1)	21 (1)	0.11	4.05E-05	82								82	90966	21(1)		cog2186;transcriptional regulators	[K]	15	14	7	24	0.360747328		
eg12737	uxac	b3092	uronate isomerase (uxac) [5.3.1.12] {escherichia coli k12-mg1655}                                                          	53969.343	470	30.46341667																	863	4	14.5	1.86E-22	13560000	2128.8	142	855	2	7	6.77E-05	1383600	516.3466667	38	90	181383	3	82%	1210	31	95 (2)	35 (1)	0.06	2.21E-05	45								45	90585	35(1)		cog1904;glucuronate isomerase	[G]	30	21	17	40	0.455087339		
eg10966	spot	b3650	guanosine 5'-diphosphate, 3'-diphosphate pyrophosphatase	79324.67	702	39.62816667																																			1233	28	251 (1)	71 (1)	0.04	1.47E-05	30								30	90059	71(1)		cog0317;guanosine polyphosphate pyrophosphohydrolases/synthetases	[TK]	53	41	32	65	0.32788373		
eg12052	ccmh	b2194	heme lyase, with CcmF, required for transfer of heme to apocytochrome from heme-CcmE	39071.063	350	21.64928571																																			1144	38	78 (5)	23 (1)	0.08	2.95E-05	60								60	89978	23(1)		cog3088;uncharacterized protein involved in biosynthesis of c-type cytochromes -!- cog4235;cytochrome c biogenesis factor	[O]	25	13	17	28	0.29324978		
eg10771	prov	b2677	high-affinity transport for glycine	44144.938	400	24.36955556																																			1241	26	150 (1)	37 (1)	0.07	2.58E-05	52								52	89967	37(1)		cog4175;abc-type proline/glycine betaine transport system, atpase component	[E]	27	20	15	40	0.239908422		
eg13796	yden	b1498	putative sulfatase {escherichia coli k12-mg1655}                                                            	62784.265	560	30.24378571	1082	0.026829113	0.6247	1	8.47E-06	17							17	41377	1		442	1	2.1	3.24E-16	550330	187.5466667	12	437	3	7.2	5.57E-14	74615000	12015.2	884	448	1079287	2	137%	1136	39	136 (1)	41 (1)	0.05	1.84E-05	37								37	89892	41(1)		cog3119;arylsulfatase a and related enzymes	[P]	14	41	34	43	0.267666185		
eg13109	trud	b2745	tRNA(Glu) U13 pseudouridine synthase	39073.586	349	23.4177381	1100	0.033257636	0.5551	3	2.92E-05	59							59	88815	3																				1122	41	81 (3)	21 (1)	0.08	2.95E-05	60								60	89720	21(1)		cog0585;uncharacterized conserved protein	[S]	26	17	10	30	0.292646263		
eg12385	rcsd	b2216	intermediate facilitates phosphotransfer from rcsc to rcsb        	100354.429	890	44.27795238							1007	0.012811519	0.8275	1	8.43E-06	17	17	65842	1									633	1	2.6	2.23E-07	1540000	478.44	35	35	134785	1									1142	35	116 (1)	50 (1)	0.03	1.14E-05	23	23	89064	50(1)		cog0642;signal transduction histidine kinase -!- cog2198;fog: hpt domain	[T]	50	35	31	65	0.267777501		
eg12094	sgrr	b0069	transcriptional activator of sgrS sRNA	63957.321	551	26.68833333																																			1255	24	231 (1)	24 (1)	0.05	1.84E-05	37								37	88445	24(1)		cog4533;abc-type uncharacterized transport system, periplasmic component	[R]	42	13	28	45	0.283270433		
eg11356	fliz	b1921	RpoS antagonist, transiently in post-exponential phase	21639.874	183	13.09514286	1045	0.017042297	0.7606	4	9.53E-05	193							193	151582	4																				1010	64	93 (4)	24 (1)	0.15	5.53E-05	112								112	87960	24(1)				16	11	5	22	0.254558987		
eg12691	ycim	b1280	putative heat shock protein (ycim) {escherichia coli k12-mg1655}                                                         	44513.109	389	24.0310119																	392	1	2.6	0.0044071	1199600	382.2	25								25	42487	1		1246	26	162 (1)	40 (1)	0.07	2.58E-05	52								52	87487	40(1)		cog2956;predicted n-acetylglucosaminyl transferase	[G]	31	19	5	41	0.286792361		
eg14060	yegq	b2081	orf, hypothetical protein (yegq) {escherichia coli k12-mg1655}                                                          	51175.289	453	21.86333333																	605	1	5.5	1.07E-10	2946200	770.2533333	51	599	2	5.3	9.61E-08	2268900	898.56	66	59	114229	2	18%	1042	58	82 (2)	25 (1)	0.06	2.21E-05	45								45	87301	25(1)		cog0826;collagenase and related proteases	[O]	25	23	23	35	0.373009287		
eg13953	ydhs	b1668	orf, hypothetical protein {escherichia coli k12-mg1655}                                                           	60737.214	534	27.63305952	807	4.57E-04	0.9939	5	7.38E-05	150	1009	0.013131814	0.8246	1	1.35E-05	28	89	203506	3	97%	486	4	7.1	1.31E-27	7473700	1856	123	479	3	4.5	7.73E-06	2885500	1259.16	93	108	248043	4	20%	921	93	93 (3)	34 (1)	0.05	1.84E-05	37	1094	43	76 (1)	28 (1)	0.05	1.89E-05	39	38	87120	31(1)	2%	cog4529;uncharacterized protein conserved in bacteria	[S]	34	24	27	42	0.232832612		
eg11164	ygib	b3037	orf, hypothetical protein (ygib) {escherichia coli k12-mg1655}                                                          	19798.09	191	13.4905	860	0.001105349	0.9843	8	2.39E-04	485	882	0.002003175	0.9733	1	3.25E-05	66	276	225565	5	107%	848	2	11.1	1.04E-38	6706600	2380.533333	158	841	1	7.3	1.15E-18	2931500	1772.8	130	144	118160	2	14%	622	301	53 (8)	17 (1)	0.14	5.16E-05	105	982	68	29 (1)	14 (1)	0.14	5.30E-05	108	106	87090	16(1)	2%			11	13	13	20	0.358419498		
eg14091	arna	b2255	putative transformylase {escherichia coli k12-mg1655}                                                            	74271.048	660	33.40416667	848	9.10E-04	0.986	6	7.27E-05	148	837	0.00101816	0.986	7	9.32E-05	190	169	479223	7	18%	647	3	4.4	1.58E-38	3466700	649.48	43	642	5	8.2	4.54E-44	8418800	1841.733333	136	89	253630	4	73%	748	196	107 (6)	33 (1)	0.04	1.47E-05	30	681	219	82 (7)	24 (1)	0.04	1.51E-05	31	30	86056	29(1)	2%	cog0223;methionyl-trna formyltransferase -!- cog0451;nucleoside-diphosphate-sugar epimerases	[J]	45	25	35	52	0.297201025		
eg13021	ygis	b3020	putative transport periplasmic protein {escherichia coli k12-mg1655}                                                          	60675.964	535	26.2552381	1058	0.020126087	0.7177	1	1.12E-05	23							23	52265	1		842	2	4.7	0.00010937	2784400	717.1733333	48								48	109728	2		1157	36	61 (1)	21 (1)	0.05	1.84E-05	37								37	85872	21(1)		cog4166;abc-type oligopeptide transport system, periplasmic component	[E]	25	29	34	42	0.263223437		
eg10605	mrcb	b0149	peptidoglycan synthetase; penicillin-binding protein 1b (mrcb) {escherichia coli k12-mg1655}                                                        	94274.736	844	48.31626443							778	3.88E-04	0.9944	1	9.28E-06	19	19	68751	1		57	3	3.8	0.0075495	33173000	3290	219	57	4	7.7	5.80E-19	16477000	2695.2	198	209	757300	4	7%								957	75	159 (1)	54 (1)	0.03	1.14E-05	23	23	84456	54(1)		cog0744;membrane carboxypeptidase (penicillin-binding protein)	[M]	60	40	52	70	0.330191151		
eg11516	ycgb	b1188	putative sporulation protein (ycgb) {escherichia coli k12-mg1655}                                                          	60795.942	510	27.10183333	904	0.002165155	0.9713	7	1.03E-04	209	1049	0.022067398	0.6693	5	5.57E-05	114	161	353672	6	42%	357	2	6.1	2.73E-13	4102800	1124.653333	75	352	1	3.1	2.29E-11	833290	467.1333333	34	55	119681	2	52%	1004	64	106 (3)	30 (1)	0.05	1.84E-05	37	1083	46	97 (3)	31 (1)	0.05	1.89E-05	39	38	83197	31(1)	2%	cog2719;uncharacterized conserved protein	[S]	37	23	23	47	0.314723933		
eg11858	fdog	b3894	formate dehydrogenase-o, &alpha; subunit	112381.609	1015	59.49032937							1108	0.044405415	0.4852	1	3.68E-06	8	8	32791	1																																						cog0243;anaerobic dehydrogenases, typically selenocysteine-containing	[C]	44	60	51	86	0.351999289		
eg10846	rhsa	b3593	rhsa protein in rhs element	156302.841	1377	99.96904762	1105	0.035171312	0.5294	2	4.34E-06	9							9	52200	2																																						cog3209;rhs family protein	[M]	131	35	79	136	0.262400052		
eg10822	rcsc	b2218	negative regulatory gene for capsule (colanic acid) synthesis, controls sliminess     	104570.468	933	54.55235173							1082	0.033875231	0.5476	1	4.53E-06	9	9	37122	1																																						cog0642;signal transduction histidine kinase -!- cog0784;fog: chey-like receiver	[T]	65	36	42	77	0.252106929		
eg13197	yfjk	b2627	cp4-57 prophage; conserved protein	83044.011	729	44.14624603							1115	0.047407534	0.4701	1	4.80E-06	10	10	30721	1																																						cog1204;superfamily ii helicase	[R]	44	39	24	67	0.234423065		
eg10826	recd	b2819	recbcd	66884.64	608	39.19811905	1117	0.040091585	0.4831	1	5.06E-06	10							10	26843	1																																						cog0507;atp-dependent exodnase (exonuclease v), alpha subunit - helicase superfamily i member	[L]	51	19	25	54	0.247623421		
eg20257	nrde	b2675	ribonucleoside diphosphate reductase 2, subunit alpha, class i       	80461.104	714	36.86479365	1118	0.040518157	0.483	1	5.37E-06	11							11	33465	1																																						cog0209;ribonucleotide reductase, alpha subunit	[F]	47	25	22	57	0.291507617		yes
eg10827	rece	b1350	exonuclease viii, ds dna exonuclease, 5 --> 3 specific	96350.492	866	40.33757143							1104	0.042710145	0.4948	1	5.53E-06	11	11	42052	1																																								37	45	55	65	0.29627801		
eg12356	rtcr	b3422	rtcr dna-binding transcriptional activator	60281.441	532	39.75486508							1055	0.023916967	0.6389	1	7.25E-06	15	15	33840	1																																						cog4650;sigma54-dependent transcription regulator containing an aaa-type atpase domain and a dna-binding domain	[KT]	51	18	17	54	0.280056771		
eg11595	moaa	b0781	molybdopterin biosynthesis protein a	37328.527	329	22.869	1138	0.049290334	0.4409	1	7.91E-06	16							16	22669	1																																						cog2896;molybdenum cofactor biosynthesis enzyme	[H]	30	12	7	30	0.323920327		
eg13180	ydbh	b1381	predicted protein	96817.023	879	51.99833333							1107	0.043980488	0.4878	2	8.46E-06	17	17	65292	2																																								41	37	54	71	0.244146717		
eg12171	yjji	b4380	conserved protein	58002.134	516	25.88866667							1095	0.038982922	0.5226	1	9.11E-06	19	19	41225	1																																								33	18	32	43	0.310861162		
eg10507	intd	b0537	dlp12 prophage; predicted integrase	45072.275	387	32.87047619	1133	0.047056752	0.4519	2	1.13E-05	23	1074	0.030776723	0.5537	1	7.60E-06	16	19	31946	2	27%																																					cog0582;integrase	[L]	33	43	14	47	0.190994641		
eg10527	lacz	b0344	beta;-galactosidase monomer	116465.15	1024	47.41516667	1089	0.029226722	0.5815	3	1.51E-05	31	1077	0.031938626	0.5508	1	5.24E-06	11	21	91052	2	68%																																					cog3250;beta-galactosidase/beta-glucuronidase	[G]	66	20	62	73	0.302921258		
eg13048	yger	b2865	novel lipoprotein, function unknown, metalloprotease homolog         	26546.554	251	20.47692857							1112	0.046110881	0.4756	1	1.05E-05	21	21	23069	1																																								13	20	14	28	0.229142691		
eg13321	ybip	b0815	predicted hydrolase, inner membrane	59688.278	527	22.35530952							1078	0.032325696	0.5508	1	1.11E-05	23	23	51301	1																																						cog2194;predicted membrane-associated, metal-dependent hydrolase	[R]	21	33	18	37	0.27027254		
eg10721	phnl	b4096	phnl	24687.535	226	15.54657143	1128	0.044855319	0.4605	1	1.22E-05	25							25	23989	1																																						cog4778;abc-type phosphonate transport system, atpase component	[P]	17	8	11	23	0.325319597		
eg11623	sdab	b2797	l-serine deaminase ii	48735.114	455	18.68438095							1075	0.031163256	0.5537	1	1.34E-05	27	27	53467	1																																						cog1760;l-serine deaminase	[E]	21	18	17	35	0.361691443		
eg11425	rfay	b3625	lps core biosynthesis            	27442.973	232	16.30375794	1097	0.032138651	0.5615	1	1.41E-05	29							29	28468	1																																								19	25	4	27	0.247133295		
eg10145	cred	b4400	predicted inner membrane protein	49811.956	450	15.5157381							1102	0.041871597	0.4958	1	1.44E-05	29	29	56822	1																																						cog4452;inner membrane protein involved in colicin e2 resistance	[V]	17	18	20	28	0.231810319		
eg10739	pldb	b3825	lysophospholipase l(2)	38960.351	340	22.83033333	1112	0.037984442	0.5021	1	9.02E-06	18	1080	0.033100833	0.5489	2	2.17E-05	44	31	45690	2	59%																																							36	5	17	32	0.258466733		
eg14198	yfdz	b2379	function unknown             	46198.311	412	23.88275	1129	0.045294508	0.4593	2	1.58E-05	32							32	56756	2									679	2	3.6	0.050798	876330	485.6533333	36	36	63251	2																				cog0436;aspartate/tyrosine/aromatic aminotransferase	[E]	32	20	25	37	0.323620289	67.78747747	yes
eg11694	yidf	b3674	predicted dna-binding transcriptional regulator	19169.99	165	12.213							1111	0.045680378	0.4822	1	1.78E-05	36	36	25656	1																																						cog0641;arylsulfatase regulator (fe-s oxidoreductase)	[R]	13	6	8	17	0.251320014		
eg14232	yqik	b3051	putative membrane protein	60681.859	553	38.08230952							1094	0.038582176	0.5234	3	1.86E-05	38	38	90228	3																																						cog2268;uncharacterized protein conserved in bacteria	[S]	40	27	11	46	0.289724405		
eg13276	torz	b1872	trimethylamine n-oxide reductase iii, torz subunit	88946.171	809	47.9818373							1090	0.03699156	0.537	4	2.02E-05	41	41	143449	4																																								29	51	39	68	0.315167521		
eg12196	ycce	b1001	predicted protein	48337.419	418	20.93733333							1092	0.037783791	0.5284	2	2.28E-05	47	47	83549	2																																								14	22	8	32	0.209889034		
eg13203	yfjq	b2633	cp4-57 prophage; predicted protein	31236.706	273	21.20565476							1081	0.033488067	0.5483	2	2.33E-05	48	48	55692	2																																								31	9	13	32	0.253102422		
eg11758	yjef	b4167	orf, hypothetical protein (yjef) {escherichia coli k12-mg1655}                                                          	54632.496	515	19.288							1097	0.039789973	0.516	2	2.41E-05	49	49	108871	2		1211	5	12	1.45E-08	7002800	1706.533333	114								114	251296	5																				cog0062;uncharacterized conserved protein -!- cog0063;predicted sugar kinase	[S]	30	18	25	37	0.258366729		
eg14005	ynjc	b1755	ynjc/ynjd abc transporter	54463.925	496	7.64	1124	0.04310427	0.4684	1	2.51E-05	51							51	108577	1																																								19	9	34	23	0.224205573		
eg12079	nike	b3480	nickel abc transporter	29703.775	268	16.48166667							1083	0.034263066	0.5461	2	2.99E-05	61	61	70155	2																																						cog1124;abc-type dipeptide/oligopeptide/nickel transport system, atpase component	[EP]	23	15	9	31	0.284330637		
eg10648	narz	b1468	nitrate reductase z, &alpha; subunit	140208.931	1246	65.61553175	1068	0.022696255	0.69	6	2.59E-05	53	999	0.011557658	0.8361	6	3.45E-05	70	61	329646	6	21%																																					cog5013;nitrate reductase alpha subunit	[C]	71	56	75	101	0.320825474		
eg13733	ydbl	b1383	conserved protein	11859.79	108	5.835142857	1095	0.031399817	0.5656	1	3.98E-05	81							81	37219	1																																						cog3784;uncharacterized protein conserved in bacteria	[S]	5	11	1	12	0.206226452		
eg10784	pstc	b3727	phosphate abc transporter	34103.119	319	6.2275							1079	0.032713438	0.5493	1	3.98E-05	81	81	111229	1																																						cog0573;abc-type phosphate transport system, permease component	[P]	6	11	18	14	0.34390819		
eg14047	yedy	b1971	membrane-anchored, periplasmic tmao, dmso reductase          	37350.974	334	21.05330952	1121	0.041807315	0.4748	5	4.63E-05	94							94	134743	5																																						cog2041;sulfite oxidase and related enzymes	[R]	18	21	28	30	0.276588672		
eg10294	fepb	b0592	ferric enterobactin (enterochelin) binding protein; periplasmic component (fepb) {escherichia coli k12-mg1655}                                                      	34233.048	318	11.5165							1105	0.043133032	0.49	3	5.76E-05	118	118	160470	3		175	1	4.1	0.0056982	1116000	620.2933333	41	171	2	9.4	3.68E-05	2981200	1894.266667	139	90	123314	2	77%																			cog4592;abc-type fe2+-enterobactin transport system, periplasmic component	[P]	13	13	15	22	0.249949639		
eg10185	cysc	b2750	adenylylsulfate kinase, aps kinase           	22303.369	201	8.992333333	1126	0.043978863	0.464	3	6.35E-05	129	1073	0.030389469	0.5537	2	5.55E-05	113	121	104270	3	9%																																					cog0529;adenylylsulfate kinase and related kinases	[P]	16	6	5	18	0.247019178		yes
eg10124	bisc	b3551	biotin sulfoxide and methionine (s) sulfoxide reductase        	79	777	37.16960714							970	0.007639897	0.8839	7	7.51E-05	153	153	512145	7																																						cog0243;anaerobic dehydrogenases, typically selenocysteine-containing	[C]	42	22	41	55	0.283203879		
eg11277	thrl	b0001	thr operon leader peptide	2120.457	21	1.73																																																							1	1	0	1			
eg14384	yaax	b0005	predicted protein	11304.888	98	6.052380952																																																							7	7	9	11	0.278432526		
eg11555	yaaj	b0007	yaaj alanine agss transporter	51645.071	476	9.076666667																																																					cog1115;na+/alanine symporter	[E]	20	6	21	23	0.253583238		
eg11512	yaah	b0010	conserved inner membrane protein associated with acetate transport	20052.925	188	1.24																																																					cog1584;predicted membrane protein	[S]	2	5	5	7	0.413706048		
eg14340	yaaw	b0011	conserved protein	26646.975	237	18.01490476																																																					cog4735;uncharacterized protein conserved in bacteria	[S]	16	16	4	23	0.246766263		
eg11513	yaai	b0013	predicted protein	14463.619	134	7.765																																																							5	9	3	12	0.29069494		
eg60001		b0016	is186/is421 transposase	40890.933	370																																																						cog3385;fog: transposase and inactivated derivatives		35	15	14	33	0.182407873		
eg12074	mokc	b0018	regulatory peptide whose translation enables hokc (gef) expression	7724.309	69	4.561571429																																																							5	6	1	7	0.227127513		
eg10652	nhaa	b0019	nhaa sodium/proton transporter	41305.764	388	7.205142857																																																					cog3004;na+/h+ antiporter	[P]	14	11	15	17	0.25445778		
eg11078	nhar	b0020	nhar transcriptional activator	34266.508	301	11.92416667																																																					cog0583;transcriptional regulator	[K]	18	12	13	21	0.257313952		
eg60002		b0021	is1 protein insb	19546.605	167																																																						cog1662;transposase and inactivated derivatives, is1 family		15	11	7	18	0.229374341		
eg60003		b0022	is1 protein insa	9818.334	91																																																						cog3677;transposase and inactivated derivatives		8	4	2	10	0.253464335		
eg14386	yaay	b0024	predicted protein	7872.387	72	4.501333333																																																							5	2	1	7	0.182816202		
eg11079	ribf	b0025	riboflavin kinase and fad synthase, riboflavin biosynthesis        	34716.371	313	18.64566667																																																					cog0196;fad synthase	[H]	29	13	13	28	0.269842031		
eg10548	lspa	b0027	prolipoprotein signal peptidase ii	18138.351	164	3.89																																																					cog0597;lipoprotein signal peptidase	[MU]	6	5	3	9	0.305508581		
eg13451	caif	b0034	caif-l-carnitine dna-binding transcriptional activator	15418.215	131	7.349880952																																																							12	9	5	16	0.22655321		
eg12608	caie	b0035	predicted acyl transferase	21194.375	196	6.376333333																																																					cog0663;carbonic anhydrases/acetyltransferases, isoleucine patch superfamily	[R]	13	5	8	14	0.221520509		
eg11557	caid	b0036	crotonobetainyl-coa hydratase	28172.312	261	15.79814286																																																					cog1024;enoyl-coa hydratase/carnithine racemase	[I]	15	11	15	21	0.318365777		
eg11558	caic	b0037	carnitine-coa ligase	58541.262	517	26.175																																																							31	24	21	42	0.294738763		
eg11559	caib	b0038	caib monomer	45108.868	405	21.0155																																																					cog1804;predicted acyl-coa transferases/carnitine dehydratase	[C]	15	20	24	30	0.351726453		
eg11560	caia	b0039	crotonobetainyl-coa reductase	42540.528	380	19.86969048																																																					cog1960;acyl-coa dehydrogenases	[I]	23	19	9	38	0.354888523		
eg11561	cait	b0040	l-carnitine/&gamma;-butyrobetaine antiport	56569.449	504	7.597142857																																																					cog1292;choline-glycine betaine transporter	[M]	16	17	24	25	0.299626391		
eg11562	fixa	b0041	probable flavoprotein subunit required for anaerobic carnitine metabolism	27125.834	256	8.563142857																																																					cog2086;electron transfer flavoprotein, beta subunit	[C]	7	15	10	15	0.311952111		
eg11563	fixb	b0042	probable flavoprotein subunit required for anaerobic carnitine metabolism	33495.235	313	13.66988095																																																					cog2025;electron transfer flavoprotein, alpha subunit	[C]	15	15	11	22	0.344359287		
eg11564	fixc	b0043	flavoprotein (electron transport), possibly involved in anaerobic carnitine metabolism	45684.984	428	27.17535714																																																					cog0644;dehydrogenases (flavoproteins)	[C]	18	26	16	37	0.302798466		
eg11565	fixx	b0044	putative ferredoxin possibly involved in anaerobic carnitine metabolism	10460.949	95	8.826666667																																																					cog2440;ferredoxin-like protein	[C]	4	7	4	11	0.340256251		
eg11566	yaau	b0045	yaau	48649.033	443	10.93183333																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	24	8	22	23	0.241086355		
eg10521	kefc	b0047	kefc potassium cpa2 transporter	67778.122	620	25.49655952																																																					cog0475;kef-type k+ transport systems, membrane components -!- cog1226;kef-type k+ transport systems, predicted nad-binding component	[P]	38	17	20	42	0.27583443		
eg10047	apag	b0050	expressed as part of complex ksga operon, function unknown      	13848.759	125	4.907142857																																																					cog2967;uncharacterized protein affecting mg2+/co2+ transport	[P]	7	0	9	8	0.25884655		
eg10691	pdxa	b0052	4-hydroxythreonine-4-phosphate dehydrogenase             	35095.897	329	14.88005952																																																					cog1995;pyridoxal phosphate biosynthesis protein	[H]	15	10	23	22	0.255615401		
eg11570	djla	b0055	dnak co-chaperone, membrane-asssociated, dna-binding           	30561.477	271	15.10692857																																																					cog1076;dnaj-domain-containing proteins 1	[O]	19	17	7	24	0.307445966		
eg12609	rlua	b0058	23s rrna and trna pseudouridine synthase	24842.697	219	9.199333333																																																					cog0564;pseudouridylate synthases, 23s rna-specific	[J]	16	11	19	20	0.279005558		
eg10747	polb	b0060	dna polymerase ii	90002.646	783	42.10194841																																																					cog0417;dna polymerase elongation subunit (family b)	[L]	63	30	47	70	0.297283014		
eg10055	arad	b0061	l-ribulose 5-phosphate 4-epimerase monomer	25500.952	231	7.534																																																					cog0235;ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	[G]	8	11	11	14	0.319758254		
eg10052	araa	b0062	l-arabinose isomerase monomer	56056.183	500	22.46857143																								22	2	5.8	0.004232	2186200	873.16	64	64	138075	2																				cog2160;l-arabinose isomerase		24	23	19	38	0.367710692		
eg10053	arab	b0063	l-ribulokinase monomer	61071.633	566	21.90666667																																																					cog1069;ribulose kinase	[C]	26	16	32	34	0.323667412		
eg10054	arac	b0064	transcriptional activator for the ara regulon         	33365.982	292	13.29333333																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	22	7	17	23	0.245447305		
eg11571	yabi	b0065	conserved inner membrane protein	28226.236	254	5.834388889																																																					cog0586;uncharacterized membrane-associated protein	[S]	11	10	14	15	0.269980265		
eg11572	thiq	b0066	sfuc	24981.244	232	12.32216667																																																					cog3840;abc-type thiamine transport system, atpase component	[H]	14	6	11	19	0.232099422		
eg11573	thip	b0067	sfub	59515.383	536	13.1125																																																					cog1178;abc-type fe3+ transport system, permease component	[P]	34	7	28	34	0.267275775		
eg11754	seta	b0070	seta mfs transporter	42695.361	392	6.22																																																							17	7	11	17	0.208189094		
eg11280	leul	b0075	leu operon leader peptide	3127.766	28	3.41																																																							4	0	0	3	0.159291518		
eg10531	leuo	b0076	leuo dna-binding transcriptional dual activator	35676.837	314	12.07466667																																																							15	11	17	21	0.252584508		
eg10338	frur	b0080	transcriptional repressor of fru operon and others (frur) {escherichia coli k12-mg1655}                                                      	37949.373	334	20.08361111																	30	3	6.6	0.028204	15757000	4020.266667	267	30	4	10.5	9.45E-08	11862000	4530.266667	333	300	430815	4	16%																			cog1609;transcriptional regulators	[K]	32	12	18	33	0.286403027		
eg11084	mraz	b0081	putative dna-binding protein, function unknown          	17368.082	152	9.881333333																																																					cog2001;uncharacterized protein conserved in bacteria	[S]	11	5	6	14	0.230577275		
eg11086	ftsl	b0083	cell division and growth, membrane protein         	13608.881	121	7.876738095																																																					cog3116;cell division protein	[D]	9	5	3	13	0.231588952		
eg10341	ftsi	b0084	transpetidase, pbp3             	63859.532	588	39.09114286																																																					cog0768;cell division protein ftsi/penicillin-binding protein 2	[M]	40	32	32	57	0.301205284		
eg10622	murf	b0086	d-alanine:d-alanine-adding enzyme (murf) {escherichia coli k12-mg1655}                                                           	47429.295	452	15.10233333																	33	2	6.4	4.02E-09	4329100	1407.2	94								94	181811	2																				cog0770;udp-n-acetylmuramyl pentapeptide synthase	[M]	17	16	15	28	0.308367511		
eg10604	mray	b0087	phospho-n-acetylmuramoyl-pentapeptide transferase	39856.83	360	9.208																																																					cog0472;udp-n-acetylmuramyl pentapeptide phosphotransferase/udp-n-acetylglucosamine-1-phosphate transferase	[M]	15	12	14	21	0.312944099		
eg10344	ftsw	b0089	essential cell division protein ftsw; lipid ii flippase	45969.243	414	16.77604762																																																					cog0772;bacterial cell division membrane protein	[D]	25	13	15	29	0.28205891		
eg10623	murg	b0090	n-acetylglucosaminyl transferase             	37796.842	355	19.6775																																																					cog0707;udp-n-acetylglucosamine:lps n-acetylglucosamine transferase	[M]	21	15	19	32	0.265369371		
eg10619	murc	b0091	l-alanine adding enzyme, udp-n-acetyl-muramate:alanine ligase (murc) [6.3.2.8] {escherichia coli k12-mg1655}                                                       	53608.124	491	22.67404762																	35	3	6.3	0.00023987	3955000	1129.826667	75	34	2	4.3	0.00056269	2164300	1008.493333	74	75	157602	3	1%																			cog0773;udp-n-acetylmuramate-alanine ligase	[M]	34	12	28	36	0.313712081		
eg10342	ftsq	b0093	cell division and growth of wall at septum       	31415.796	276	17.669																																																					cog1589;cell division septal protein	[M]	21	10	13	26	0.261658385		
eg11087	secm	b0097	secretion monitor that regulates seca translation (general secretory pathway)	18829.514	170	7.2875																																																							11	5	13	14	0.231604537		
eg10626	mutt	b0099	8-oxo-dgtpase, antimutator             	14909.114	129	9.646666667																																																					cog0494;ntp pyrophosphohydrolases including oxidative damage repair enzymes	[LR]	7	8	9	11	0.285178847		
eg12314	yacg	b0101	dna gyrase inhibitor yacg	7288.191	65	4.53																																																					cog3024;uncharacterized protein conserved in bacteria	[S]	3	4	5	5	0.269340514		
eg12312	coae	b0103	dephospho-coa kinase	22603.755	206	8.4																																																					cog0237;dephospho-coa kinase	[H]	13	6	9	14	0.249939988		
