oln	evorate
YPR113W	0.1045
YKL161C	0.2656
YKR036C	0.2830
YBR251W	0.0619
YMR099C	0.0774
YLR240W	0.0571
YOR039W	0.0426
YIL040W	0.1449
YKL186C	0.1087
YGR135W	0.0233
YDL234C	0.1235
YHR003C	0.1632
YAL051W	0.1263
YDR036C	0.1471
YAL019W	0.1009
YNL218W	0.1368
YLR449W	0.1451
YNL136W	0.3634
YKL049C	0.1223
YDR293C	0.0707
YBR155W	0.1403
YBL002W	0.0229
YNR038W	0.1856
YNL080C	0.1409
YCL029C	0.1276
YHR152W	0.2353
YML123C	0.0925
YMR197C	0.0599
YPR189W	0.1482
YLR239C	0.1585
YOR275C	0.2258
YFL038C	0.0097
YNL029C	0.2165
YBR142W	0.1458
YHR166C	0.0799
YGR175C	0.0302
YJR131W	0.1915
YIL128W	0.1641
YNL127W	0.1429
YBR108W	0.3894
YGL097W	0.1079
YIL010W	0.2372
YKL087C	0.1222
YNL076W	0.1884
YDR367W	0.1267
YHR072W	0.0903
YKL001C	0.0396
YBR173C	0.1284
YOR261C	0.0781
YIR022W	0.0359
YIL066C	0.0644
YGL253W	0.0535
YHL032C	0.0774
YDR151C	0.2492
YIL088C	0.1227
YGL162W	0.2483
YOL152W	0.2464
YMR183C	0.0610
YDR414C	0.2072
YOL030W	0.1042
YOR337W	0.1332
YOL132W	0.1766
YNL081C	0.1119
YGR048W	0.0831
YGR024C	0.0802
YOL023W	0.1081
YPL253C	0.2354
YBL020W	0.0768
YHR051W	0.0541
YHL003C	0.1094
YER154W	0.0920
YCL016C	0.1526
YEL036C	0.0566
YBR260C	0.1011
YHR010W	0.0074
YDR400W	0.1382
YJR104C	0.0649
YER180C-A	0.2353
YPL124W	0.2292
YAL042W	0.1181
YHR204W	0.2352
YIL008W	0.1010
YOL041C	0.1721
YNL069C	0.0556
YPR068C	0.2340
YDR001C	0.0479
YIL162W	0.0940
YOL141W	0.2115
YGR080W	0.2440
YOL109W	0.2212
YBL011W	0.1284
YBR195C	0.1161
YDR183W	0.2149
YGL222C	0.2114
YDR138W	0.2816
YGR122W	0.2935
YOR317W	0.1216
YPL092W	0.1965
YGR033C	0.1381
YAL022C	0.1573
YJR144W	0.1933
YMR315W	0.1131
YLR328W	0.0603
YGL091C	0.0427
YNL291C	0.1515
YGR046W	0.1325
YDR384C	0.0655
YLR039C	0.1727
YML007W	0.2396
YER063W	0.2749
YDR481C	0.1436
YMR171C	0.1421
YGL057C	0.3964
YER172C	0.1937
YMR211W	0.2253
YNL213C	0.2477
YCR035C	0.1501
YOR244W	0.0676
YDL046W	0.1734
YGL037C	0.0880
YBR058C	0.1703
YLR048W	0.0159
YDR492W	0.0984
YLR071C	0.1018
YGR240C	0.0233
YOR083W	0.2577
YKL024C	0.1373
YBR061C	0.0871
YHL007C	0.1654
YOR145C	0.0985
YFL034C-B	0.0455
YLR399C	0.1233
YMR121C	0.0196
YPR025C	0.2097
YBR087W	0.0819
YLR006C	0.2110
YDR330W	0.1406
YBL037W	0.0995
YER114C	0.1948
YOR375C	0.0485
YPR190C	0.1273
YOR215C	0.1189
YOR306C	0.1132
YHR107C	0.0319
YAR002W	0.3432
YHR127W	0.2757
YOR153W	0.1092
YGL175C	0.2638
YMR237W	0.0746
YDL048C	0.1560
YDL064W	0.0127
YDL031W	0.0965
YMR257C	0.2475
YDR026C	0.2522
YMR272C	0.0651
YOR339C	0.1282
YDR046C	0.0926
YEL029C	0.0801
YMR228W	0.1349
YGL245W	0.0551
YHL014C	0.1040
YER070W	0.0529
YPL219W	0.1321
YPL262W	0.0471
YGR006W	0.2500
YMR002W	0.0779
YOR312C	0.0349
YGL129C	0.1200
YPL020C	0.2123
YLR432W	0.0612
YER045C	0.4074
YLR289W	0.0760
YOR284W	0.3663
YKL104C	0.0377
YCL040W	0.0300
YBL091C-A	0.3391
YPR115W	0.2929
YMR044W	0.2095
YJL103C	0.2160
YJR065C	0.0228
YOR165W	0.1263
YNL308C	0.1627
YGR216C	0.2200
YOL064C	0.0756
YHR058C	0.0990
YDR239C	0.3346
YJR049C	0.0717
YPR112C	0.1351
YIL019W	0.1965
YHR185C	0.1266
YKR019C	0.2325
YOR324C	0.2504
YPR169W	0.2204
YHR085W	0.1347
YNL166C	0.3806
YDR064W	0.0132
YMR275C	0.1470
YBL056W	0.0835
YML067C	0.1343
YER052C	0.0495
YLR427W	0.1609
YLL015W	0.1316
YMR202W	0.0991
YPL061W	0.0220
YER003C	0.0513
YER103W	0.0452
YPL115C	0.1908
YKR077W	0.2120
YNL012W	0.1458
YMR100W	0.1551
YJL025W	0.2027
YBR072W	0.0657
YBR005W	0.3206
YDL120W	0.2160
YDR273W	0.4545
YJL165C	0.1316
YGR231C	0.0839
YEL063C	0.0983
YGL134W	0.2831
YDR326C	0.1742
YLR128W	0.2519
YKR068C	0.0415
YOR099W	0.1105
YLR387C	0.1425
YPR032W	0.1684
YBR143C	0.0275
YJR047C	0.0701
YDR086C	0.0750
YMR006C	0.0954
YOR346W	0.2393
YJR130C	0.1049
YML023C	0.1850
YAL016W	0.0555
YFL039C	0.0000
YJL134W	0.1540
YKL146W	0.1443
YDR449C	0.0955
YNR039C	0.1372
YLR367W	0.0077
YKL080W	0.0383
YIL052C	0.0083
YGL205W	0.0842
YGL096W	0.3558
YNL077W	0.1771
YBR109C	0.0000
YBR172C	0.2754
YDR346C	0.1768
YJL172W	0.1128
YAR002C-A	0.1050
YBL078C	0.0085
YNL322C	0.2077
YNL222W	0.0437
YGR095C	0.1614
YKR042W	0.1260
YKL160W	0.0759
YOL077W-A	0.1029
YPL029W	0.1562
YHR146W	0.3017
YDL091C	0.1824
YDL142C	0.2115
YHR198C	0.2109
YJR001W	0.1013
YGL196W	0.1776
YKL126W	0.0397
YJL129C	0.2005
YLR209C	0.0707
YHR158C	0.2156
YJL209W	0.1588
YDR264C	0.1547
YKL039W	0.1243
YKL064W	0.0878
YLR265C	0.4793
YKR022C	0.3386
YJL074C	0.1000
YLR370C	0.0625
YNL177C	0.1623
YDR454C	0.1123
YJR105W	0.0607
YLR250W	0.1154
YAL034C	0.1576
YHR011W	0.1585
YDR403W	0.1194
YOL093W	0.1354
YNL254C	0.2660
YOL042W	0.0661
YER042W	0.0978
YBR236C	0.1032
YIL070C	0.0639
YCL037C	0.1455
YHL020C	0.1790
YGR081C	0.2536
YDR289C	0.1970
YLR305C	0.0891
YMR268C	0.2477
YOL140W	0.0757
YGL223C	0.2572
YOR036W	0.1181
YBL016W	0.0737
YLR166C	0.0838
YNL292W	0.1191
YBR194W	0.4228
YOR354C	0.2254
YOL108C	0.2095
YJL092W	0.1496
YIL039W	0.1359
YAL023C	0.0804
YNR009W	0.2195
YGR132C	0.0557
YIL138C	0.0683
YJR127C	0.2011
YIL143C	0.0451
YGR092W	0.0490
YBR256C	0.1303
YKL002W	0.0474
YJL207C	0.1817
YLR247C	0.2318
YJR090C	0.0942
YDL235C	0.1138
YOR057W	0.2861
YIR009W	0.1532
YOR362C	0.0486
YKL073W	0.2020
YLR448W	0.0455
YGR103W	0.1035
YPL141C	0.1984
YHR151C	0.2072
YJL081C	0.1043
YHR002W	0.0840
YGR178C	0.1427
YGL064C	0.1925
YNL100W	0.1966
YLR078C	0.0861
YBR154C	0.0326
YBR216C	0.2700
YGL143C	0.0993
YMR267W	0.1806
YMR318C	0.0833
YCL018W	0.0522
YBR294W	0.1496
YHR108W	0.1301
YKR101W	0.4083
YDR025W	0.0064
YOL020W	0.0828
YBR086C	0.2713
YDR135C	0.0851
YAR003W	0.0869
YHR124W	0.1499
YBL030C	0.0566
YMR236W	0.0828
YER148W	0.0083
YNL270C	0.1298
YHL015W	0.0000
YMR240C	0.2706
YOL011W	0.1025
YIL087C	0.0892
YOR195W	0.2887
YOR252W	0.1292
YMR192W	0.3352
YGR078C	0.1156
YOR381W	0.1941
YER073W	0.0731
YMR229C	0.1235
YBR046C	0.1766
YOL124C	0.0716
YDR013W	0.0769
YNL051W	0.2317
YMR201C	0.2049
YOR270C	0.0631
YPR069C	0.0273
YPL195W	0.1620
YHR020W	0.0640
YGL252C	0.0425
YOL033W	0.1701
YLL043W	0.0759
YGL161C	0.1516
YER155C	0.1706
YBR037C	0.1322
YGL058W	0.0000
YNL078W	0.3555
YIL038C	0.1495
YNL263C	0.0799
YML027W	0.1458
YKR099W	0.1679
YOR096W	0.0105
YPL001W	0.2151
YDR128W	0.1177
YNL148C	0.2874
YER051W	0.2602
YER004W	0.1818
YGL119W	0.1417
YER028C	0.4529
YCR072C	0.0427
YKR016W	0.1503
YNL194C	0.1706
YMR203W	0.0155
YCR023C	0.1457
YDR519W	0.1556
YGR278W	0.2209
YDL029W	0.0179
YER102W	0.0300
YKR076W	0.1284
YBR073W	0.1681
YLR034C	0.0448
YLR083C	0.1116
YDR225W	0.0000
YMR263W	0.1558
YDR172W	0.0767
YMR299C	0.3344
YOR181W	0.1896
YGR104C	0.1694
YLR136C	0.1404
YLR129W	0.0848
YGR230W	0.4365
YPR120C	0.2033
YPR062W	0.0196
YBL041W	0.0124
YDR528W	0.2637
YDL058W	0.2688
YER173W	0.2310
YBR026C	0.0868
YCR034W	0.0663
YER060W	0.0913
YPR180W	0.1855
YOR161C	0.2463
YEL013W	0.0174
YDL007W	0.0069
YPR083W	0.1750
YNL094W	0.1704
YGL056C	0.1025
YDR480W	0.4081
YMR210W	0.1960
YPL227C	0.1257
YLR023C	0.1664
YBR059C	0.1726
YML019W	0.2289
YNL162W	0.0094
YDR493W	0.1707
YDL045C	0.1209
YLR163C	0.0563
YBR071W	0.2891
YDL198C	0.0433
YMR123W	0.2541
YER180C	0.2970
YKL167C	0.1269
YDL092W	0.1644
YKR043C	0.0443
YHR096C	0.0743
YJL011C	0.1615
YDL143W	0.0284
YKL138C	0.0840
YBL079W	0.1185
YKR034W	0.1152
YDR347W	0.1495
YFL001W	0.2413
YKL025C	0.1357
YER086W	0.0434
YGL197W	0.1313
YDR207C	0.2117
YKL125W	0.0965
YLR264W	0.0149
YNL036W	0.0860
YOR115C	0.1343
YKL038W	0.1557
YJR025C	0.0847
YLR208W	0.0202
YDR267C	0.0697
YPR072W	0.1143
YNL016W	0.0552
YDR496C	0.1037
YLR384C	0.0878
YOR162C	0.3272
YLR421C	0.1039
YMR145C	0.0893
YLR090W	0.2215
YBR102C	0.1198
YJR064W	0.0374
YGL128C	0.2226
YOR285W	0.1871
YJL002C	0.1916
YML022W	0.1123
YCR065W	0.1544
YNL159C	0.1730
YJR031C	0.2422
YPR159W	0.1043
YIR030C	0.2090
YDR074W	0.0391
YKR050W	0.2258
YHR059W	0.2231
YPR075C	0.3008
YCR038C	0.2867
YDL085W	0.1064
YJR055W	0.2561
YFL049W	0.2253
YNL309W	0.1938
YER099C	0.0409
YDL150W	0.1818
YJR048W	0.0183
YHR186C	0.0708
YHR084W	0.1491
YNL038W	0.3057
YKL003C	0.0611
YAL053W	0.0806
YGL095C	0.1213
YOR250C	0.1326
YIL139C	0.1633
YGR246C	0.0892
YJR119C	0.2129
YHR079C-A	0.2088
YDL216C	0.2591
YIL079C	0.2117
YHR069C	0.0641
YDR329C	0.1663
YDR408C	0.0981
YFR025C	0.2179
YHR065C	0.0739
YOR017W	0.2298
YMR199W	0.0897
YBR137W	0.0782
YKL192C	0.0877
YDR310C	0.2194
YPL146C	0.1737
YKL072W	0.1397
YPL139C	0.2587
YBR217W	0.1667
YDR472W	0.1107
YKL033W	0.2430
YNL001W	0.1410
YDL236W	0.1065
YJL080C	0.0992
YIL046W	0.1120
YGL142C	0.1997
YFR009W	0.0612
YNL101W	0.1038
YGR179C	0.2611
YMR182C	0.2429
YDR081C	0.1311
YJL137C	0.2447
YBR139W	0.1250
YBR115C	0.1027
YBR140C	0.1367
YDR448W	0.0461
YJR046W	0.1561
YPL117C	0.0590
YMR208W	0.1264
YOR191W	0.2562
YHR164C	0.1853
YKL081W	0.1314
YDR092W	0.0261
YDR361C	0.1060
YPL164C	0.2755
YBR171W	0.0631
YNL088W	0.1329
YJL157C	0.2666
YHR206W	0.0925
YMR170C	0.1113
YKL181W	0.0304
YHR027C	0.0624
YPR139C	0.1900
YGL255W	0.1801
YFR007W	0.2465
YNL293W	0.1204
YNL026W	0.1116
YHL030W	0.1654
YBR200W	0.1071
YNL262W	0.0982
YDR079C-A	0.0417
YML107C	0.3234
YGL077C	0.0853
YPL204W	0.0382
YNL133C	0.3179
YKR098C	0.2584
YNL075W	0.0379
YDR129C	0.0498
YOR091W	0.1137
YML125C	0.1378
YAL040C	0.1485
YDR288W	0.2211
YGL208W	0.2404
YCL036W	0.1961
YFR041C	0.1458
YOR355W	0.1533
YGR086C	0.0299
YPL111W	0.1261
YOR077W	0.2026
YIL006W	0.1263
YAL034W-A	0.1484
YNL233W	0.3011
YBR237W	0.1896
YHL023C	0.1820
YGL151W	0.1437
YHR147C	0.1100
YJR091C	0.1096
YGR031W	0.2006
YJL204C	0.1681
YGR124W	0.0682
YPL126W	0.1039
YBL017C	0.2263
YNL244C	0.0185
YNR027W	0.2050
YAL024C	0.1818
YOR348C	0.0981
YOR060C	0.2062
YMR213W	0.2496
YBR233W-A	0.1489
YGL055W	0.0573
YPR181C	0.0247
YBR092C	0.0835
YDR529C	0.0787
YGR044C	0.4110
YDL059C	0.1597
YEL012W	0.1256
YDL006W	0.0569
YER123W	0.0824
YJL012C	0.0319
YDR382W	0.0364
YDR483W	0.1697
YOR219C	0.2056
YHR132W-A	0.0153
YLR135W	0.3262
YMR300C	0.0333
YGR068C	0.1510
YGL039W	0.2110
YEL001C	0.2444
YHR090C	0.0957
YDL066W	0.0491
YER112W	0.1551
YMR319C	0.1975
YBR085W	0.0586
YHR109W	0.3282
YBL031W	0.2136
YPL270W	0.1108
YHL001W	0.0290
YNR050C	0.0605
YOR373W	0.2160
YKR100C	0.1667
YKL208W	0.2454
YCL017C	0.0384
YGR180C	0.1043
YOR260W	0.1127
YGR004W	0.1494
YML110C	0.0879
YNR016C	0.0381
YOL010W	0.0771
YNL271C	0.1415
YGL048C	0.0123
YOR228C	0.2517
YGL243W	0.2917
YLL039C	0.0026
YBR045C	0.2934
YLL055W	0.1055
YER072W	0.0155
YKL106W	0.1308
YGL019W	0.0397
YLR091W	0.2432
YNL330C	0.0300
YOR138C	0.1781
YPR029C	0.1628
YCR066W	0.2412
YML098W	0.1205
YLR420W	0.1291
YCR088W	0.1718
YDR208W	0.1098
YDR075W	0.0097
YHR087W	0.1038
YFL048C	0.1810
YBR014C	0.3300
YML052W	0.1329
YDL153C	0.1573
YOR176W	0.0840
YDL108W	0.0417
YIR033W	0.1313
YDL084W	0.0067
YGL016W	0.1341
YCR073W-A	0.0744
YJL177W	0.0163
YLL022C	0.2722
YOR143C	0.1724
YER029C	0.1429
YCL055W	0.0389
YLR411W	0.0879
YKL141W	0.1162
YER005W	0.1587
YER105C	0.2813
YPR030W	0.2998
YBL054W	0.2004
YDL028C	0.1232
YCR024C	0.1792
YER050C	0.1522
YCR008W	0.1185
YBL104C	0.1012
YKL165C	0.0783
YMR200W	0.1172
YDR518W	0.1741
YDR175C	0.1599
YLR082C	0.2066
YPR034W	0.1111
YOR189W	0.3889
YLR035C	0.2993
YDL122W	0.1559
YMR264W	0.1232
YGL136C	0.1104
YDL188C	0.0504
YPR061C	0.1900
YOR280C	0.1617
YGR007W	0.1362
YNL315C	0.1761
YEL065W	0.1180
YJR045C	0.0229
YNR033W	0.1499
YOR056C	0.1481
YIL125W	0.0523
YMR008C	0.1055
YKL148C	0.0531
YKL062W	0.2038
YLR238W	0.1925
YDR080W	0.1673
YJR010W	0.0587
YBR114W	0.0925
YPL250C	0.2353
YHR165C	0.0809
YKL028W	0.1109
YLR222C	0.1151
YLR221C	0.2682
YMR282C	0.2941
YIL109C	0.0454
YDR362C	0.2336
YPL202C	0.2367
YKL185W	0.1433
YNL071W	0.0954
YMR064W	0.3795
YKL166C	0.0704
YJR007W	0.0263
YGR211W	0.1011
YJL174W	0.1884
YJL069C	0.1199
YLR168C	0.0783
YLR298C	0.1558
YER098W	0.2636
YHR047C	0.1671
YOR232W	0.1272
YPR137W	0.1030
YGL001C	0.0544
YDR464W	0.2713
YDL115C	0.1880
YPL189W	0.2036
YMR024W	0.0899
YPR156C	0.0354
YDR359C	0.2538
YDR304C	0.1027
YKL171W	0.2117
YDL219W	0.0738
YPL038W	0.1771
YDR266C	0.1518
YGL194C	0.0774
YDR206W	0.3050
YKL091C	0.0613
YOR116C	0.0377
YKR024C	0.1188
YIL095W	0.2217
YDR084C	0.0854
YPL063W	0.1158
YKL140W	0.1296
YBR156C	0.2453
YML124C	0.0404
YIL107C	0.1029
YOL142W	0.1375
YDR287W	0.1575
YGL209W	0.1204
YOR326W	0.0709
YDR405W	0.1939
YOL091W	0.2224
YIL007C	0.1636
YGR087C	0.0639
YCL031C	0.0741
YAL041W	0.1037
YLR459W	0.1066
YGL156W	0.0739
YPL078C	0.1157
YJL090C	0.2266
YJR143C	0.0997
YBR196C	0.0235
YIL089W	0.5441
YGR147C	0.2604
YDR002W	0.0647
YJR092W	0.3523
YOR311C	0.1586
YGR030C	0.3291
YAL025C	0.0596
YOR034C	0.2261
YBL014C	0.2232
YGL094C	0.0825
YNL039W	0.1717
YBR170C	0.1362
YJR059W	0.1518
YGR130C	0.2636
YDR458C	0.3328
YJR118C	0.2094
YOR016C	0.0725
YDL217C	0.0435
YGR165W	0.0899
YGR055W	0.0610
YGL148W	0.0266
YBR254C	0.1029
YBR136W	0.0981
YKL193C	0.1213
YNL153C	0.1240
YGL083W	0.1654
YJL083W	0.2550
YGR101W	0.1503
YLR310C	0.1335
YJR153W	0.1163
YNR064C	0.2145
YDL237W	0.1846
YOL133W	0.0744
YBR249C	0.0488
YNL287W	0.0514
YDR211W	0.0886
YFR008W	0.2624
YNL102W	0.1186
YPL147W	0.0874
YMR234W	0.2557
YOL077C	0.0241
YDR137W	0.2152
YHR031C	0.1369
YKL209C	0.1937
YBR084W	0.0810
YLR003C	0.1851
YGR049W	0.1135
YLR441C	0.0118
YER113C	0.1572
YAR042W	0.1146
YNR051C	0.2323
YGR187C	0.1269
YJL045W	0.0741
YHR122W	0.1087
YDR422C	0.2192
YPL267W	0.3301
YOR229W	0.0685
YEL024W	0.0419
YOR383C	0.1950
YOL017W	0.3963
YMR190C	0.1707
YPL123C	0.1617
YGR005C	0.0450
YBL032W	0.1289
YML111W	0.1105
YDR023W	0.0563
YOR051C	0.1456
YCR052W	0.2257
YNL209W	0.0261
YNL294C	0.1874
YNL185C	0.0886
YBR272C	0.2646
YDR298C	0.0802
YDR011W	0.0887
YIL061C	0.1967
YBL009W	0.2433
YOR272W	0.0543
YGL254W	0.3670
YPR097W	0.1704
YOR095C	0.0969
YHR026W	0.0235
YOR026W	0.2082
YBR203W	0.1676
YML063W	0.0196
YOR090C	0.1162
YBR281C	0.0949
YJL198W	0.1044
YPL207W	0.1017
YLR369W	0.0898
YDR197W	0.2242
YGR027C	0.0000
YNL289W	0.1039
YOL135C	0.1306
YOR323C	0.0877
YLL041C	0.0792
YML106W	0.0221
YCR009C	0.0075
YCL054W	0.0750
YMR169C	0.1126
YOR193W	0.4866
YLR084C	0.2385
YER026C	0.0833
YLR182W	0.1646
YMR105C	0.0773
YLL034C	0.0766
YML042W	0.1218
YBL105C	0.1026
YOR196C	0.1366
YDR069C	0.1361
YER104W	0.3606
YLR150W	0.1136
YEL046C	0.0853
YBL055C	0.1939
YPR035W	0.0541
YDL189W	0.2806
YLL018C	0.0413
YGR123C	0.0916
YDR227W	0.5373
YDL130W-A	0.1628
YML008C	0.0731
YDL054C	0.1317
YPR019W	0.0557
YDR174W	0.0285
YOR265W	0.1226
YGL137W	0.0990
YOR157C	0.0460
YOR155C	0.0378
YHR143W-A	0.0286
YOR205C	0.2284
YBR044C	0.2037
YBL043W	0.3189
YIR032C	0.2256
YPR042C	0.1574
YDR383C	0.2017
YDL072C	0.0690
YEL048C	0.1908
YER122C	0.1132
YHR113W	0.0996
YMR212C	0.1277
YBR093C	0.1242
YJL196C	0.2581
YPL003W	0.3052
YDR034C	0.1232
YGL054C	0.0362
YNL230C	0.2279
YOL126C	0.0507
YLR058C	0.0235
YLR134W	0.0639
YEL006W	0.1403
YDR058C	0.1227
YGL038C	0.2248
YLR074C	0.1386
YNL216W	0.1328
YPL116W	0.1019
YLR405W	0.1534
YPL225W	0.0685
YDL043C	0.2180
YPL249C	0.3004
YJL024C	0.0518
YDR218C	0.2067
YER031C	0.0269
YMR065W	0.2448
YJR006W	0.1725
YDR345C	0.0388
YFL003C	0.1401
YGL002W	0.1157
YLR430W	0.1313
YDL182W	0.0514
YGL139W	0.1047
YJL068C	0.1572
YJL117W	0.1640
YOR237W	0.1198
YKL108W	0.2925
YHR046C	0.1085
YPR155C	0.1697
YHR179W	0.0900
YOR117W	0.0023
YJR066W	0.0693
YNL049C	0.1553
YGL195W	0.1160
YKL172W	0.1905
YMR290C	0.0495
YDL141W	0.1072
YDR205W	0.2091
YJL057C	0.1844
YLR303W	0.0135
YLR266C	0.3129
YLR206W	0.1083
YER088C	0.2135
YDR358W	0.2657
YDR076W	0.1704
YDR508C	0.1153
YPR028W	0.0444
YMR117C	0.1737
YLR096W	0.1869
YCL043C	0.1363
YJL035C	0.1680
YKR052C	0.0526
YMR047C	0.2326
YER040W	0.1582
YGR221C	0.3954
YDR247W	0.2445
YHR086W	0.2180
YGR274C	0.1223
YBR015C	0.1781
YML055W	0.1629
YML088W	0.1654
YEL064C	0.0979
YLR116W	0.1594
YER008C	0.1804
YIR028W	0.0756
YPL013C	0.1074
YMR184W	0.2525
YLR192C	0.0981
