oln	length
YKL120W	324
YKL121W	852
YKL122C	166
YKL124W	579
YKL125W	627
YKL126W	680
YKL127W	569
YKL128C	295
YKL129C	1272
YKL130C	246
YKL132C	430
YKL133C	463
YKL134C	735
YKL135C	726
YKL137W	111
YKL138C	119
YKL138C-A	69
YKL139W	528
YKL140W	548
YKL141W	148
YKL142W	219
YKL143W	462
YKL144C	212
YKL145W	467
YKL145W-A	30
YKL146W	692
YKL148C	612
YKL149C	405
YKL150W	302
YKL151C	337
YKL152C	246
YKL154W	244
YKL155C	613
YKL156W	82
YKL157W	900
YKL159C	211
YKL160W	145
YKL161C	433
YKL162C	402
YKL163W	258
YKL164C	278
YKL165C	919
YKL166C	398
YKL167C	137
YKL168C	724
YKL170W	138
YKL171W	928
YKL172W	427
YKL173W	1008
YKL174C	618
YKL175W	503
YKL176C	828
YKL178C	470
YKL179C	679
YKL180W	183
YKL181W	427
YKL182W	2051
YKL183C-A	70
YKL183W	306
YKL184W	466
YKL185W	588
YKL186C	184
YKL187C	750
YKL188C	853
YKL189W	399
YKL190W	174
YKL191W	534
YKL192C	89
YKL193C	338
YKL194C	417
YKL195W	372
YKL196C	197
YKL197C	1043
YKL198C	662
YKL201C	1178
YKL203C	2474
YKL204W	632
YKL205W	1100
YKL206C	267
YKL207W	253
YKL208W	271
YKL209C	1290
YKL210W	1023
YKL211C	484
YKL212W	623
YKL213C	715
YKL214C	203
YKL215C	1286
YKL216W	314
YKL217W	615
YKL218C	326
YKL219W	407
YKL220C	688
YKL221W	473
YKL222C	705
YKL224C	103
YKR001C	704
YKR002W	568
YKR003W	448
YKR004C	377
YKR005C	504
YKR006C	189
YKR007W	183
YKR008W	625
YKR009C	900
YKR010C	771
YKR011C	353
YKR013W	311
YKR014C	234
YKR015C	568
YKR016W	523
YKR017C	551
YKR018C	725
YKR019C	615
YKR020W	163
YKR021W	915
YKR022C	322
YKR023W	530
YKR024C	742
YKR025W	282
YKR026C	304
YKR027W	765
YKR028W	1033
YKR029C	751
YKR030W	272
YKR031C	1682
YKR032W	104
YKR034W	269
YKR035W-A	204
YKR036C	643
YKR037C	295
YKR038C	386
YKR039W	602
YKR041W	250
YKR042W	348
YKR043C	271
YKR044W	416
YKR045C	183
YKR046C	282
YKR048C	417
YKR049C	112
YKR050W	889
YKR051W	418
YKR052C	304
YKR053C	404
YKR054C	4092
YKR055W	288
YKR056W	639
YKR057W	87
YKR058W	616
YKR059W	394
YKR060W	274
YKR061W	425
YKR062W	328
YKR063C	502
YKR064W	863
YKR065C	183
YKR066C	294
YKR067W	743
YKR068C	193
YKR069W	593
YKR070W	352
YKR071C	348
YKR072C	562
YKR073C	106
YKR074W	155
YKR075C	307
YKR076W	370
YKR077W	363
YKR078W	585
YKR079C	838
YKR080W	320
YKR081C	344
YKR082W	1156
YKR083C	133
YKR084C	611
YKR085C	177
YKR086W	1071
YKR087C	345
YKR088C	337
YKR089C	910
YKR090W	706
YKR091W	246
YKR092C	406
YKR093W	601
YKR094C	76
YKR095W	1874
YKR095W-A	88
YKR096W	1195
YKR097W	549
YKR098C	717
YKR099W	811
YKR100C	355
YKR101W	654
YKR102W	1122
YKR103W	1218
YKR104W	306
YKR105C	582
YKR106W	615
YLL001W	757
YLL002W	436
YLL003W	946
YLL004W	615
YLL005C	868
YLL006W	426
YLL006W-A	58
YLL007C	665
YLL008W	752
YLL009C	68
YLL010C	427
YLL011W	489
YLL012W	573
YLL013C	879
YLL014W	108
YLL015W	1559
YLL018C	556
YLL018C-A	98
YLL019C	737
YLL021W	1466
YLL022C	385
YLL023C	279
YLL024C	638
YLL025W	104
YLL026W	908
YLL027W	250
YLL028W	586
YLL029W	749
YLL030C	113
YLL031C	1017
YLL032C	825
YLL033W	230
YLL034C	837
YLL035W	632
YLL036C	503
YLL038C	247
YLL039C	76
YLL040C	3144
YLL041C	266
YLL042C	167
YLL043W	669
YLL045C	255
YLL046C	249
YLL048C	1661
YLL049W	179
YLL050C	143
YLL051C	695
YLL052C	149
YLL053C	152
YLL054C	843
YLL055W	531
YLL056C	298
YLL057C	412
YLL058W	575
YLL060C	233
YLL061W	583
YLL062C	324
YLL063C	474
YLL064C	100
YLL066C	1374
YLL066W-A	160
YLL066W-B	56
YLL067C	1374
YLL067W-A	160
YLR001C	839
YLR002C	663
YLR003C	291
YLR004C	523
YLR005W	461
YLR006C	712
YLR007W	336
YLR008C	168
YLR009W	199
YLR010C	160
YLR011W	191
YLR012C	99
YLR013W	141
YLR014C	904
YLR015W	505
YLR016C	204
YLR017W	337
YLR018C	299
YLR019W	397
YLR020C	538
YLR021W	179
YLR022C	250
YLR023C	543
YLR024C	1872
YLR025W	240
YLR026C	340
YLR027C	417
YLR028C	591
YLR029C	203
YLR030W	263
YLR031W	186
YLR032W	1168
YLR033W	502
YLR034C	473
YLR035C	695
YLR035C-A	1755
YLR035C-B	440
YLR036C	203
YLR037C	104
YLR038C	82
YLR039C	1056
YLR040C	178
YLR042C	115
YLR043C	102
YLR044C	562
YLR045C	888
YLR046C	270
YLR047C	686
YLR048W	251
YLR049C	428
YLR050C	161
YLR051C	217
YLR052W	250
YLR053C	108
YLR054C	724
YLR055C	602
YLR056W	365
YLR057W	849
YLR058C	469
YLR059C	269
YLR060W	594
YLR061W	120
YLR063W	365
YLR064W	273
YLR065C	181
YLR066W	184
YLR067C	965
YLR068W	151
YLR069C	719
YLR070C	356
YLR071C	1081
YLR072W	693
YLR073C	200
YLR074C	166
YLR075W	220
YLR077W	558
YLR078C	244
YLR079W	284
YLR080W	398
YLR081W	574
YLR082C	392
YLR083C	645
YLR084C	1200
YLR085C	438
YLR086W	1417
YLR087C	2958
YLR088W	614
YLR089C	592
YLR090W	459
YLR091W	293
YLR092W	893
YLR093C	253
YLR094C	502
YLR095C	812
YLR096W	1147
YLR097C	344
YLR098C	648
YLR099C	394
YLR099W-A	87
YLR100W	347
YLR102C	265
YLR103C	650
YLR104W	107
YLR105C	377
YLR106C	4910
YLR107W	404
YLR108C	485
YLR109W	175
YLR110C	94
YLR111W	110
YLR112W	139
YLR113W	434
YLR114C	764
YLR115W	859
YLR116W	476
YLR117C	687
YLR118C	227
YLR119W	213
YLR120C	481
YLR121C	436
YLR122C	125
YLR125W	136
YLR126C	251
YLR127C	853
YLR128W	269
YLR129W	943
YLR130C	422
YLR131C	770
YLR132C	290
YLR133W	582
YLR134W	563
YLR135W	748
YLR136C	285
YLR137W	367
YLR138W	985
YLR139C	643
YLR141W	363
YLR142W	476
YLR143W	685
YLR144C	779
YLR145W	201
YLR146C	300
YLR146W-A	62
YLR147C	101
YLR148W	918
YLR149C	730
YLR150W	272
YLR151C	333
YLR152C	576
YLR153C	683
YLR154C	110
YLR154C-G	49
YLR154C-H	43
YLR154W-C	124
YLR155C	337
YLR156C-A	43
YLR156W	114
YLR157C	337
YLR157C-A	440
YLR157C-B	1755
YLR157C-C	43
YLR157W-D	70
YLR157W-E	54
YLR158C	337
YLR159C-A	43
YLR159W	114
YLR160C	337
YLR161W	114
YLR162W	118
YLR162W-A	62
YLR163C	442
YLR163W-A	37
YLR164W	145
YLR165C	254
YLR166C	871
YLR167W	76
YLR168C	230
YLR170C	156
YLR172C	300
YLR173W	608
YLR174W	412
YLR175W	483
YLR176C	811
YLR177W	628
YLR178C	219
YLR179C	201
YLR180W	382
YLR181C	330
YLR182W	803
YLR183C	489
YLR185W	87
YLR186W	252
YLR187W	1026
YLR188W	595
YLR189C	1198
YLR190W	491
YLR191W	386
YLR192C	265
YLR193C	175
YLR194C	215
YLR195C	455
YLR196W	576
YLR197W	504
YLR199C	276
YLR200W	113
YLR201C	260
YLR203C	410
YLR204W	111
YLR205C	317
YLR206W	613
YLR207W	813
YLR208W	297
YLR209C	310
YLR210W	460
YLR211C	225
YLR212C	473
YLR213C	402
YLR214W	664
YLR215C	360
YLR216C	371
YLR218C	96
YLR219W	728
YLR220W	322
YLR221C	220
YLR222C	817
YLR223C	1085
YLR224W	369
YLR225C	407
YLR226W	395
YLR227C	493
YLR227W-A	440
YLR227W-B	1755
YLR228C	814
YLR229C	188
YLR231C	453
YLR233C	699
YLR234W	656
YLR236C	107
YLR237W	598
YLR238W	478
YLR239C	328
YLR240W	875
YLR241W	782
YLR242C	321
YLR243W	272
YLR244C	377
YLR245C	142
YLR246W	359
YLR247C	1555
YLR248W	610
YLR249W	1043
YLR250W	212
YLR251W	197
YLR253W	551
YLR254C	189
YLR255C	117
YLR256W	1502
YLR256W-A	440
YLR257W	320
YLR258W	705
YLR259C	547
YLR260W	687
YLR261C	108
YLR262C	215
YLR262C-A	64
YLR263W	827
YLR264C-A	38
YLR264W	67
YLR265C	342
YLR266C	701
YLR267W	570
YLR268W	214
YLR270W	349
YLR271W	274
YLR272C	1176
YLR273C	648
YLR274W	775
YLR275W	110
YLR276C	594
YLR277C	779
YLR278C	1341
YLR281C	138
YLR283W	285
YLR284C	280
YLR285C-A	56
YLR285W	261
YLR286C	542
YLR287C	355
YLR287C-A	62
YLR288C	474
YLR289W	645
YLR290C	277
YLR291C	381
YLR292C	192
YLR293C	218
YLR295C	92
YLR296W	108
YLR297W	129
YLR298C	231
YLR299W	469
YLR300W	408
YLR301W	244
YLR302C	120
YLR303W	443
YLR304C	762
YLR305C	1900
YLR306W	188
YLR307C-A	87
YLR307W	277
YLR308W	287
YLR309C	911
YLR310C	1589
YLR312C	398
YLR312W-A	225
YLR313C	661
YLR314C	519
YLR315W	153
YLR316C	322
YLR318W	884
YLR319C	788
YLR320W	1454
YLR321C	426
YLR323C	259
YLR324W	522
YLR325C	77
YLR326W	240
YLR327C	86
YLR328W	401
YLR329W	264
YLR330W	671
YLR331C	125
YLR332W	351
YLR333C	107
YLR335W	720
YLR336C	899
YLR337C	817
YLR340W	312
YLR341W	477
YLR342W	1876
YLR342W-A	57
YLR343W	507
YLR344W	126
YLR345W	509
YLR346C	101
YLR347C	860
YLR348C	298
YLR350W	216
YLR351C	291
YLR352W	807
YLR353W	603
YLR354C	334
YLR355C	348
YLR356W	197
YLR357W	889
YLR358C	187
YLR359W	482
YLR360W	439
YLR361C	578
YLR361C-A	98
YLR362W	717
YLR363C	218
YLR363W-A	85
YLR364C-A	40
YLR364W	109
YLR365W	110
YLR367W	130
YLR368W	598
YLR369W	657
YLR370C	178
YLR371W	1355
YLR372W	345
YLR373C	901
YLR375W	343
YLR376C	242
YLR377C	347
YLR378C	480
YLR380W	407
YLR381W	732
YLR382C	885
YLR383W	1114
YLR384C	1349
YLR385C	132
YLR386W	880
YLR387C	432
YLR388W	55
YLR389C	1027
YLR390W	112
YLR390W-A	195
YLR392C	518
YLR393W	279
YLR394W	482
YLR395C	47
YLR396C	691
YLR397C	780
YLR398C	1287
YLR399C	686
YLR401C	668
YLR403W	683
YLR404W	285
YLR405W	367
YLR406C	113
YLR406C-A	27
YLR407W	228
YLR408C	122
YLR409C	938
YLR410W	1146
YLR410W-A	438
YLR410W-B	1770
YLR411W	241
YLR412C-A	68
YLR412W	274
YLR413W	647
YLR414C	263
YLR415C	91
YLR417W	566
YLR418C	393
YLR419W	1435
YLR420W	364
YLR421C	155
YLR422W	1932
YLR423C	417
YLR424W	708
YLR425W	1307
YLR426W	326
YLR427W	670
YLR429W	651
YLR430W	2231
YLR431C	453
YLR432W	523
YLR433C	552
YLR435W	205
YLR436C	1274
YLR437C	133
YLR438C-A	89
YLR438W	424
YLR439W	305
YLR440C	709
YLR441C	254
YLR442C	977
YLR443W	448
YLR445W	188
YLR446W	433
YLR447C	345
YLR448W	175
YLR449W	392
YLR450W	1045
YLR451W	886
YLR452C	698
YLR453C	395
YLR454W	2628
YLR455W	304
YLR456W	204
YLR457C	319
YLR459W	394
YLR460C	376
YLR461W	120
YLR462W	202
YLR464W	216
YLR466W	1382
YLR467W	1796
YML001W	208
YML002W	737
YML003W	290
YML004C	326
YML005W	462
YML006C	774
YML007C-A	36
YML007W	650
YML008C	382
YML009C	69
YML010W	1063
YML011C	176
YML012W	191
YML013W	584
YML014W	279
YML015C	346
YML016C	691
YML017W	593
YML018C	393
YML019W	308
YML020W	664
YML021C	338
YML022W	187
YML023C	556
YML024W	136
YML025C	260
YML026C	145
YML027W	385
YML028W	195
YML029W	838
YML030W	159
YML031W	655
YML032C	471
YML034W	834
YML035C	810
YML036W	181
YML037C	340
YML038C	442
YML039W	1755
YML040W	440
YML041C	280
YML042W	670
YML043C	507
YML045W	1755
YML045W-A	440
YML046W	629
YML047C	352
YML048W	403
YML049C	1361
YML050W	311
YML051W	435
YML052W	302
YML053C	212
YML054C	511
YML054C-A	52
YML055W	178
YML056C	524
YML057W	604
YML058W	104
YML058W-A	68
YML059C	1679
YML060W	376
YML061C	814
YML062C	392
YML063W	254
YML064C	245
YML065W	914
YML066C	369
YML067C	352
YML068W	464
YML069W	552
YML070W	583
YML071C	607
YML072C	1545
YML073C	175
YML074C	410
YML075C	1054
YML076C	944
YML077W	159
YML078W	162
YML079W	201
YML080W	422
YML081C-A	59
YML081W	1251
YML082W	649
YML083C	418
YML085C	447
YML086C	526
YML087C	312
YML088W	668
YML091C	1080
YML092C	250
YML093W	899
YML094W	163
YML095C	210
YML096W	524
YML097C	451
YML098W	167
YML099C	880
YML100W	1098
YML100W-A	57
YML101C	117
YML102W	468
YML103C	1655
YML104C	1127
YML105C	273
YML106W	226
YML107C	334
YML108W	104
YML109W	942
YML110C	288
YML111W	920
YML112W	296
YML113W	248
YML114C	510
YML115C	535
YML116W	542
YML117W	1133
YML118W	505
YML119W	357
YML120C	487
YML121W	310
YML122C	126
YML123C	587
YML124C	445
YML125C	312
YML126C	491
YML127W	581
YML128C	513
YML129C	70
YML130C	545
YML131W	365
YML132W	379
YML133C	1374
YMR001C	705
YMR001C-A	76
YMR002W	135
YMR003W	143
YMR004W	511
YMR005W	388
YMR006C	661
YMR007W	126
YMR008C	612
YMR009W	179
YMR010W	405
YMR011W	540
YMR012W	1277
YMR013C	519
YMR013C-A	49
YMR014W	519
YMR015C	538
YMR016C	785
YMR017W	397
YMR018W	514
YMR019W	949
YMR020W	508
YMR021C	417
YMR022W	165
YMR023C	507
YMR024W	331
YMR025W	295
YMR026C	399
YMR027W	470
YMR028W	366
YMR029C	523
YMR030W	376
YMR030W-A	96
YMR031C	842
YMR032W	669
YMR033W	467
YMR034C	434
YMR035W	177
YMR036C	554
YMR037C	704
YMR038C	249
YMR039C	292
YMR040W	160
YMR041C	335
YMR042W	177
YMR043W	285
YMR044W	475
YMR045C	1755
YMR046C	440
YMR047C	1113
YMR048W	317
YMR049C	807
YMR050C	1755
YMR051C	440
YMR052W	204
YMR053C	850
YMR054W	890
YMR055C	306
YMR056C	309
YMR058W	615
YMR059W	128
YMR060C	327
YMR061W	677
YMR062C	206
YMR063W	239
YMR064W	499
YMR065W	485
YMR066W	867
YMR067C	416
YMR068W	426
YMR069W	285
YMR070W	490
YMR071C	167
YMR072W	157
YMR073C	201
YMR074C	145
YMR075W	684
YMR076C	1277
YMR077C	220
YMR078C	741
YMR079W	303
YMR080C	971
YMR081C	338
YMR082C	118
YMR083W	348
YMR084W	262
YMR085W	432
YMR086W	960
YMR087W	284
YMR088C	562
YMR089C	825
YMR090W	227
YMR091C	435
YMR092C	614
YMR093W	513
YMR094W	477
YMR095C	224
YMR096W	297
YMR097C	367
YMR098C	598
YMR099C	297
YMR100W	620
YMR101C	343
YMR102C	834
YMR103C	120
YMR104C	677
YMR105C	568
YMR105W-A	64
YMR106C	629
YMR107W	115
YMR108W	597
YMR109W	1219
YMR110C	532
YMR111C	462
YMR112C	115
YMR113W	427
YMR114C	368
YMR115W	501
YMR116C	318
YMR117C	212
YMR118C	143
YMR119W	624
YMR120C	592
YMR121C	203
YMR122C	124
YMR122W-A	84
YMR123W	122
YMR124W	943
YMR125W	861
YMR126C	342
YMR127C	338
YMR128W	1267
YMR129W	1337
YMR130W	302
YMR131C	511
YMR132C	208
YMR133W	428
YMR134W	237
YMR135C	455
YMR136W	560
YMR137C	661
YMR138W	191
YMR139W	370
YMR140W	489
YMR141C	102
YMR142C	199
YMR143W	142
YMR144W	342
YMR145C	519
YMR146C	347
YMR147W	223
YMR148W	148
YMR149W	267
YMR150C	189
YMR152W	365
YMR153W	474
YMR154C	727
YMR155W	547
YMR156C	238
YMR157C	215
YMR158C-A	45
YMR158W	155
YMR159C	150
YMR160W	816
YMR161W	224
YMR162C	1656
YMR163C	705
YMR164C	758
YMR165C	862
YMR166C	368
YMR167W	769
YMR168C	608
YMR169C	506
YMR170C	506
YMR171C	550
YMR172W	719
YMR173W	429
YMR174C	68
YMR175W	79
YMR175W-A	64
YMR176W	1411
YMR177W	510
YMR178W	274
YMR179W	758
YMR180C	320
YMR181C	154
YMR182C	211
YMR182W-A	28
YMR183C	295
YMR184W	198
YMR185W	981
YMR186W	704
YMR187C	431
YMR188C	237
YMR189W	1034
YMR190C	1447
YMR191W	373
YMR192W	720
YMR193W	237
YMR194C-B	73
YMR194W	99
YMR195W	127
YMR196W	1088
YMR197C	216
YMR198W	594
YMR199W	546
YMR200W	232
YMR201C	371
YMR202W	222
YMR203W	387
YMR204C	420
YMR205C	958
YMR206W	313
YMR207C	2169
YMR208W	443
YMR209C	457
YMR210W	449
YMR211W	475
YMR212C	782
YMR213W	590
YMR214W	356
YMR215W	477
YMR216C	742
YMR217W	524
YMR218C	1102
YMR219W	1658
YMR220W	451
YMR221C	504
YMR222C	223
YMR223W	471
YMR224C	692
YMR225C	98
YMR226C	267
YMR227C	590
YMR228W	340
YMR229C	1729
YMR230W	105
YMR230W-A	62
YMR231W	1029
YMR232W	677
YMR233W	226
YMR234W	348
YMR235C	407
YMR236W	157
YMR237W	724
YMR238W	411
YMR239C	471
YMR240C	436
YMR241W	314
YMR242C	172
YMR242W-A	29
YMR243C	442
YMR244C-A	104
YMR244W	355
YMR246W	694
YMR247C	1562
YMR247W-A	22
YMR250W	585
YMR251W	366
YMR251W-A	40
YMR252C	134
YMR253C	414
YMR254C	102
YMR255W	188
YMR256C	59
YMR257C	800
YMR258C	553
YMR259C	1420
YMR260C	153
YMR261C	1054
YMR262W	313
YMR263W	201
YMR264W	203
YMR265C	461
YMR266W	953
YMR267W	280
YMR268C	444
YMR269W	211
YMR270C	365
YMR271C	227
YMR272C	384
YMR272W-B	17
YMR273C	915
YMR274C	315
YMR275C	976
YMR276W	373
YMR277W	732
YMR278W	622
YMR279C	540
YMR280C	1433
YMR281W	304
YMR282C	540
YMR283C	513
YMR284W	602
YMR285C	515
YMR286W	85
YMR287C	928
YMR288W	971
YMR289W	374
YMR290C	505
YMR291W	586
YMR292W	138
YMR293C	464
YMR294W	373
YMR295C	197
YMR296C	558
YMR297W	421
YMR298W	150
YMR299C	312
YMR300C	510
YMR301C	664
YMR302C	806
YMR303C	347
YMR304W	1230
YMR305C	360
YMR306W	1785
YMR307W	506
YMR308C	1088
YMR309C	812
YMR310C	317
YMR311C	229
YMR312W	273
YMR313C	642
YMR314W	234
YMR315W	349
YMR315W-A	10
YMR316C-A	82
YMR316W	336
YMR317W	1140
YMR318C	360
YMR319C	552
YMR320W	101
YMR321C	105
YMR322C	237
YMR323W	437
YMR325W	104
YNL001W	386
YNL002C	321
YNL003C	284
YNL004W	454
YNL005C	344
YNL006W	303
YNL007C	352
YNL008C	676
YNL009W	420
YNL010W	241
YNL011C	444
YNL012W	614
YNL014W	1043
YNL015W	74
YNL016W	452
YNL018C	612
YNL019C	260
YNL020C	638
YNL021W	706
YNL022C	490
YNL023C	965
YNL024C	246
YNL024C-A	46
YNL025C	323
YNL026W	484
YNL027W	678
YNL029C	522
YNL030W	102
YNL031C	135
YNL032W	281
YNL033W	260
YNL034W	612
YNL035C	389
YNL036W	221
YNL037C	349
YNL038W	229
YNL039W	594
YNL040W	456
YNL041C	839
YNL042W	396
YNL042W-B	85
YNL044W	176
YNL045W	671
YNL046W	172
YNL047C	656
YNL048W	548
YNL049C	876
YNL050C	270
YNL051W	403
YNL052W	133
YNL053W	489
YNL054W	1165
YNL054W-A	440
YNL054W-B	1749
YNL055C	282
YNL056W	197
YNL058C	316
YNL059C	755
YNL061W	618
YNL062C	478
YNL063W	314
YNL064C	406
YNL065W	586
YNL066W	396
YNL067W	191
YNL067W-B	46
YNL068C	862
YNL069C	197
YNL070W	59
YNL071W	454
YNL072W	307
YNL073W	546
YNL074C	452
YNL075W	290
YNL076W	584
YNL077W	528
YNL078W	407
YNL079C	199
YNL080C	366
YNL081C	143
YNL082W	873
YNL083W	494
YNL084C	349
YNL085W	830
YNL086W	102
YNL087W	1178
YNL088W	1428
YNL090W	189
YNL091W	1240
YNL092W	400
YNL093W	220
YNL094W	587
YNL095C	642
YNL096C	189
YNL097C	330
YNL097C-B	40
YNL098C	318
YNL099C	237
YNL100W	234
YNL101W	713
YNL102W	1467
YNL103W	672
YNL104C	619
YNL106C	1183
YNL107W	226
YNL108C	270
YNL110C	220
YNL111C	120
YNL112W	546
YNL113W	142
YNL115C	644
YNL116W	522
YNL117W	554
YNL118C	970
YNL119W	493
YNL121C	617
YNL122C	115
YNL123W	997
YNL124W	492
YNL125C	673
YNL126W	846
YNL127W	953
YNL128W	434
YNL129W	240
YNL130C	393
YNL130C-A	20
YNL131W	151
YNL132W	1056
YNL133C	172
YNL134C	376
YNL135C	113
YNL136W	425
YNL137C	486
YNL138W	526
YNL138W-A	85
YNL139C	1597
YNL140C	189
YNL141W	347
YNL142W	499
YNL143C	130
YNL144C	740
YNL146C-A	64
YNL146W	100
YNL147W	115
YNL148C	254
YNL149C	128
YNL151C	251
YNL152W	409
YNL153C	129
YNL154C	545
YNL155W	274
YNL156C	299
YNL157W	168
YNL158W	175
YNL159C	289
YNL160W	317
YNL161W	756
YNL162W	105
YNL162W-A	72
YNL163C	1110
YNL164C	351
YNL165W	406
YNL166C	448
YNL167C	647
YNL168C	259
YNL169C	456
YNL172W	1748
YNL173C	366
YNL175C	402
YNL176C	636
YNL177C	284
YNL178W	239
YNL180C	328
YNL181W	407
YNL182C	555
YNL183C	790
YNL184C	108
YNL185C	85
YNL186W	792
YNL187W	357
YNL188W	433
YNL189W	542
YNL190W	154
YNL191W	356
YNL192W	1131
YNL193W	558
YNL194C	301
YNL195C	261
YNL196C	298
YNL197C	661
YNL198C	55
YNL199C	534
YNL200C	246
YNL201C	858
YNL202W	291
YNL204C	300
YNL206C	454
YNL207W	425
YNL208W	198
YNL209W	612
YNL210W	270
YNL211C	86
YNL212W	782
YNL213C	196
YNL214W	199
YNL215W	320
YNL216W	827
YNL217W	300
YNL218W	587
YNL219C	555
YNL220W	432
YNL221C	875
YNL222W	206
YNL223W	494
YNL224C	767
YNL225C	581
YNL227C	590
YNL229C	353
YNL230C	379
YNL231C	351
YNL232W	292
YNL233W	892
YNL234W	426
YNL236W	974
YNL237W	459
YNL238W	701
YNL239W	452
YNL240C	491
YNL241C	504
YNL242W	1592
YNL243W	968
YNL244C	107
YNL245C	179
YNL246W	264
YNL247W	767
YNL248C	415
YNL249C	542
YNL250W	1312
YNL251C	575
YNL252C	262
YNL253W	422
YNL254C	401
YNL255C	153
YNL256W	823
YNL257C	1229
YNL258C	754
YNL259C	73
YNL260C	198
YNL261W	479
YNL262W	2222
YNL263C	313
YNL264C	350
YNL265C	298
YNL267W	1066
YNL268W	611
YNL269W	131
YNL270C	573
YNL271C	1953
YNL272C	759
YNL273W	1238
YNL274C	350
YNL275W	576
YNL277W	486
YNL277W-A	62
YNL278W	1060
YNL279W	661
YNL280C	438
YNL281W	153
YNL282W	195
YNL283C	480
YNL284C	265
YNL284C-A	440
YNL284C-B	1755
YNL286W	285
YNL287W	935
YNL288W	373
YNL289W	279
YNL290W	339
YNL291C	528
YNL292W	403
YNL293W	633
YNL294C	533
YNL295W	490
YNL297C	1635
YNL298W	842
YNL299W	642
YNL300W	62
YNL301C	185
YNL302C	143
YNL304W	417
YNL305C	297
YNL306W	158
YNL307C	374
YNL308C	591
YNL309W	419
YNL310C	127
YNL311C	763
YNL312W	273
YNL313C	904
YNL314W	255
YNL315C	318
YNL316C	334
YNL317W	465
YNL318C	540
YNL320W	284
YNL321W	908
YNL322C	262
YNL323W	414
YNL325C	879
YNL326C	336
YNL327W	1000
YNL328C	146
YNL329C	1030
YNL330C	433
YNL331C	376
YNL332W	340
YNL333W	298
YNL334C	222
YNL335W	225
YNL336W	381
YNL339C	1859
YNR001C	442
YNR002C	281
YNR003C	317
YNR004W	146
YNR006W	622
YNR007C	310
YNR008W	661
YNR009W	249
YNR010W	149
YNR011C	875
YNR012W	501
YNR013C	894
YNR014W	212
YNR015W	384
YNR016C	2232
YNR017W	222
YNR018W	224
YNR019W	642
YNR020C	227
YNR021W	403
YNR022C	139
YNR023W	566
YNR024W	185
YNR026C	471
YNR027W	317
YNR028W	308
YNR029C	429
YNR030W	551
YNR031C	1579
YNR032C-A	73
YNR032W	368
YNR033W	787
YNR034W	321
YNR034W-A	98
YNR035C	342
YNR036C	133
YNR037C	91
YNR038W	629
YNR039C	605
YNR040W	256
YNR041C	330
YNR043W	396
YNR044W	675
YNR045W	489
YNR046W	135
YNR047W	893
YNR048W	393
YNR049C	210
YNR050C	446
YNR051C	515
YNR052C	433
YNR053C	486
YNR054C	316
YNR055C	586
YNR056C	561
YNR057C	237
YNR058W	480
YNR059W	580
YNR060W	701
YNR061C	219
YNR062C	327
YNR063W	607
YNR064C	290
YNR065C	1116
YNR066C	436
YNR067C	1101
YNR068C	272
YNR069C	489
YNR070W	1333
YNR071C	342
YNR072W	564
YNR073C	502
YNR074C	378
YNR075C-A	30
YNR075W	374
YNR076W	100
YNR077C	84
YOL001W	293
YOL002C	317
YOL003C	378
YOL004W	1536
YOL005C	120
YOL006C	769
YOL007C	341
YOL008W	168
YOL009C	271
YOL010W	366
YOL011W	633
YOL012C	133
YOL013C	551
YOL013W-A	63
YOL014W	124
YOL015W	586
YOL016C	447
YOL017W	714
YOL018C	397
YOL019W	551
YOL019W-A	50
YOL020W	592
YOL021C	1001
YOL022C	408
YOL023W	676
YOL024W	172
YOL025W	660
YOL026C	113
YOL027C	517
YOL028C	245
YOL029C	201
YOL030W	443
YOL031C	402
YOL032W	246
YOL033W	536
YOL034W	1093
YOL036W	761
YOL038C-A	31
YOL038W	254
YOL039W	106
YOL040C	141
YOL041C	459
YOL042W	363
YOL043C	380
YOL044W	383
YOL045W	1101
YOL047C	356
YOL048C	342
YOL049W	491
YOL051W	1080
YOL052C	87
YOL052C-A	39
YOL053W	395
YOL054W	406
YOL055C	551
YOL056W	303
YOL057W	711
YOL058W	420
YOL059W	424
YOL060C	706
YOL061W	496
YOL062C	491
YOL063C	957
YOL064C	357
YOL065C	384
YOL066C	591
YOL067C	177
YOL068C	503
YOL069W	451
YOL070C	501
YOL071W	127
YOL072W	455
YOL073C	322
YOL075C	1294
YOL076W	795
YOL077C	291
YOL077W-A	68
YOL078W	1176
YOL080C	289
YOL081W	3079
YOL082W	415
YOL083C-A	46
YOL083W	412
YOL084W	991
YOL085C	113
YOL086C	347
YOL086W-A	90
YOL087C	1116
YOL088C	255
YOL089C	1030
YOL090W	964
YOL091W	609
YOL092W	308
YOL093W	293
YOL094C	323
YOL095C	692
YOL096C	280
YOL097C	432
YOL097W-A	61
YOL098C	1037
YOL100W	1081
YOL101C	312
YOL102C	230
YOL103W	609
YOL103W-A	440
YOL103W-B	1755
YOL104C	352
YOL105C	518
YOL107W	342
YOL108C	151
YOL109W	112
YOL110W	237
YOL111C	212
YOL112W	492
YOL113W	655
YOL114C	202
YOL115W	584
YOL116W	382
YOL117W	645
YOL118C	102
YOL119C	501
YOL120C	185
YOL121C	143
YOL122C	575
YOL123W	534
YOL124C	433
YOL125W	476
YOL126C	376
YOL127W	141
YOL128C	375
YOL129W	184
YOL130W	858
