#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
Q86X55	ENST00000327064
Q86X60	ENST00000355228
Q86X67	ENST00000349051
Q86X76	ENST00000368007
Q86X83	ENST00000473414
Q86X95	ENST00000342016
Q86XA0	ENST00000341249
Q86XA9	ENST00000382464
Q86XD5	ENST00000409222
Q86XD8	ENST00000344646
Q86XE0	ENST00000308342
Q86XE3	ENST00000318063
Q86XE5	ENST00000370646
Q86XF0	ENST00000314636
Q86XF7	ENST00000314228
Q86XH1	ENST00000254653
Q86XI2	ENST00000356309
Q86XI6	ENST00000310455
Q86XI8	ENST00000328759
Q86XJ0	ENST00000369783
Q86XJ1	ENST00000266754
Q86XK2	ENST00000402508
Q86XK3	ENST00000369727
Q86XK7	ENST00000217957
Q86XL3	ENST00000357997
Q86XM0	ENST00000381624
Q86XN6	ENST00000432094
Q86XN7	ENST00000352251
Q86XN8	ENST00000402693
Q86XP0	ENST00000290472
Q86XP1	ENST00000261491
Q86XP3	ENST00000359353
Q86XP6	ENST00000328895
Q86XQ3	ENST00000282611
Q86XR2	ENST00000332386
Q86XR5	ENST00000316227
Q86XR7	ENST00000427199
Q86XR8	ENST00000325486
Q86XS5	ENST00000334289
Q86XS8	ENST00000261947
Q86XT2	ENST00000324941
Q86XT4	ENST00000333149
Q86XT9	ENST00000279396
Q86XU0	ENST00000333952
Q86XW9	ENST00000317876
Q86XX4	ENST00000325942
Q86XZ4	ENST00000321898
Q86Y01	ENST00000257600
Q86Y07	ENST00000340157
Q86Y13	ENST00000361582
Q86Y22	ENST00000390654
Q86Y25	ENST00000315475
Q86Y26	ENST00000333756
Q86Y33	ENST00000296733
Q86Y34	ENST00000333493
Q86Y37	ENST00000369151
Q86Y38	ENST00000261381
Q86Y39	ENST00000308961
Q86Y46	ENST00000305748
Q86Y56	ENST00000297440
Q86Y78	ENST00000334166
Q86Y79	ENST00000419060
Q86Y82	ENST00000373943
Q86Y91	ENST00000587309
Q86Y97	ENST00000255613
Q86YA3	ENST00000309071
Q86YB7	ENST00000358358
Q86YB8	ENST00000354619
Q86YC2	ENST00000261584
Q86YC3	ENST00000328557
Q86YD1	ENST00000391842
Q86YD3	ENST00000313236
Q86YD5	ENST00000315571
Q86YD7	ENST00000307435
Q86YE8	ENST00000339503
Q86YF9	ENST00000347108
Q86YG4	ENST00000327581
Q86YH2	ENST00000613655
Q86YH6	ENST00000369031
Q86YI8	ENST00000377648
Q86YJ5	ENST00000266643
Q86YJ6	ENST00000324166
Q86YJ7	ENST00000394859
Q86YL5	ENST00000324079
Q86YL7	ENST00000294489
Q86YM7	ENST00000282260
Q86YN6	ENST00000309241
Q86YP4	ENST00000358713
Q86YQ8	ENST00000331366
Q86YR5	ENST00000291775
Q86YR6	ENST00000299443
Q86YR7	ENST00000328913
Q86YS3	ENST00000394744
Q86YS6	ENST00000315150
Q86YS7	ENST00000333957
Q86YT5	ENST00000293800
Q86YT6	ENST00000261537
Q86YT9	ENST00000292067
Q86YV0	ENST00000343625
Q86YV5	ENST00000615670
Q86YV6	ENST00000274643
Q86YV9	ENST00000299238
Q86YW0	ENST00000266505
Q86YW5	ENST00000373127
Q86YW7	ENST00000314140
Q86YW9	ENST00000309237
Q86YZ3	ENST00000368801
Q86Z02	ENST00000340480
Q86Z14	ENST00000257408
Q86Z20	ENST00000396496
Q86Z23	ENST00000334221
Q8HWS3	ENST00000332958
Q8IU54	ENST00000333625
Q8IU57	ENST00000327535
Q8IU60	ENST00000389063
Q8IU68	ENST00000318430
Q8IU80	ENST00000346753
Q8IU81	ENST00000302165
Q8IU85	ENST00000378845
Q8IU89	ENST00000284382
Q8IU99	ENST00000329905
Q8IUA0	ENST00000289953
Q8IUA7	ENST00000340001
Q8IUB2	ENST00000243938
Q8IUB3	ENST00000330523
Q8IUB5	ENST00000305479
Q8IUB9	ENST00000390689
Q8IUC0	ENST00000355459
Q8IUC1	ENST00000332378
Q8IUC2	ENST00000329621
Q8IUC3	ENST00000621162
Q8IUC4	ENST00000254260
Q8IUC8	ENST00000392825
Q8IUD2	ENST00000347735
Q8IUD6	ENST00000324689
Q8IUE0	ENST00000321217
Q8IUE1	ENST00000283891
Q8IUE6	ENST00000331128
Q8IUF1	ENST00000259199
Q8IUF8	ENST00000333396
Q8IUG1	ENST00000344363
Q8IUG5	ENST00000335473
Q8IUH2	ENST00000324768
Q8IUH3	ENST00000286070
Q8IUH4	ENST00000399351
Q8IUH5	ENST00000426126
Q8IUH8	ENST00000329196
Q8IUI8	ENST00000324238
Q8IUK5	ENST00000315392
Q8IUK8	ENST00000269503
Q8IUL8	ENST00000291495
Q8IUM7	ENST00000311034
Q8IUN9	ENST00000254868
Q8IUQ0	ENST00000325897
Q8IUQ4	ENST00000356721
Q8IUR0	ENST00000317378
Q8IUR5	ENST00000256062
Q8IUR6	ENST00000296953
Q8IUR7	ENST00000358441
Q8IUS5	ENST00000370383
Q8IUW3	ENST00000289805
Q8IUW5	ENST00000314117
Q8IUX1	ENST00000358867
Q8IUX4	ENST00000308521
Q8IUX7	ENST00000223357
Q8IUX8	ENST00000361306
Q8IUY3	ENST00000309731
Q8IUZ0	ENST00000260382
Q8IUZ5	ENST00000308158
Q8IV01	ENST00000393946
Q8IV03	ENST00000319264
Q8IV04	ENST00000312390
Q8IV08	ENST00000356508
Q8IV13	ENST00000393977
Q8IV16	ENST00000622500
Q8IV20	ENST00000325686
Q8IV31	ENST00000359333
Q8IV32	ENST00000321895
Q8IV33	ENST00000329378
Q8IV35	ENST00000308378
Q8IV36	ENST00000425042
Q8IV38	ENST00000306999
Q8IV42	ENST00000368887
Q8IV45	ENST00000244565
Q8IV48	ENST00000250263
Q8IV50	ENST00000267838
Q8IV53	ENST00000381480
Q8IV56	ENST00000319694
Q8IV63	ENST00000316763
Q8IV76	ENST00000370357
Q8IV77	ENST00000379936
Q8IVA1	ENST00000311069
Q8IVB4	ENST00000316549
Q8IVB5	ENST00000604000
Q8IVC4	ENST00000306910
Q8IVD9	ENST00000355451
Q8IVE3	ENST00000282406
Q8IVF1	ENST00000381689
Q8IVF2	ENST00000333244
Q8IVF4	ENST00000638045
Q8IVF5	ENST00000275246
Q8IVF6	ENST00000399703
Q8IVF7	ENST00000335154
Q8IVG5	ENST00000318238
Q8IVH2	ENST00000307972
Q8IVH4	ENST00000281317
Q8IVI9	ENST00000317647
Q8IVJ1	ENST00000367137
Q8IVL0	ENST00000397909
Q8IVL1	ENST00000349880
Q8IVL5	ENST00000319332
Q8IVL6	ENST00000290510
Q8IVL8	ENST00000272852
Q8IVM0	ENST00000392455
Q8IVM8	ENST00000279178
Q8IVN3	ENST00000446157
Q8IVN8	ENST00000297354
Q8IVP5	ENST00000378045
Q8IVP9	ENST00000282282
Q8IVQ6	ENST00000380916
Q8IVS2	ENST00000290429
Q8IVS8	ENST00000305690
Q8IVT2	ENST00000215582
Q8IVT5	ENST00000398988
Q8IVU1	ENST00000327987
Q8IVU3	ENST00000264346
Q8IVU9	ENST00000330194
Q8IVV2	ENST00000300591
Q8IVV7	ENST00000268719
Q8IVV8	ENST00000370316
Q8IVW1	ENST00000336125
Q8IVW4	ENST00000265334
Q8IVW6	ENST00000346246
Q8IVY1	ENST00000423420
Q8IW00	ENST00000298454
Q8IW03	ENST00000400405
Q8IW19	ENST00000303795
Q8IW35	ENST00000341893
Q8IW36	ENST00000339986
Q8IW40	ENST00000410006
Q8IW41	ENST00000550735
Q8IW45	ENST00000309957
Q8IW50	ENST00000297620
Q8IW70	ENST00000438774
Q8IW75	ENST00000341228
Q8IW92	ENST00000339772
Q8IW93	ENST00000270747
Q8IWA0	ENST00000314761
Q8IWA4	ENST00000263969
Q8IWA5	ENST00000335757
Q8IWA6	ENST00000327554
Q8IWB1	ENST00000278071
Q8IWB4	ENST00000619167
Q8IWB6	ENST00000240361
Q8IWB7	ENST00000233055
Q8IWB9	ENST00000258991
Q8IWC1	ENST00000316077
Q8IWD4	ENST00000249064
Q8IWD5	ENST00000329805
Q8IWE2	ENST00000358869
Q8IWE4	ENST00000324344
Q8IWE5	ENST00000375799
Q8IWF2	ENST00000216187
Q8IWF6	ENST00000311128
Q8IWF9	ENST00000280245
Q8IWG1	ENST00000294664
Q8IWI9	ENST00000219905
Q8IWJ2	ENST00000309863
Q8IWK6	ENST00000334304
Q8IWL1	ENST00000372325
Q8IWL2	ENST00000398636
Q8IWL3	ENST00000216027
Q8IWL8	ENST00000537309
Q8IWN7	ENST00000382483
Q8IWP9	ENST00000332797
Q8IWQ3	ENST00000308219
Q8IWR0	ENST00000355758
Q8IWR1	ENST00000309784
Q8IWS0	ENST00000332070
Q8IWT0	ENST00000373501
Q8IWT1	ENST00000324727
Q8IWT3	ENST00000252050
Q8IWT6	ENST00000259324
Q8IWU2	ENST00000297293
Q8IWU4	ENST00000427715
Q8IWU5	ENST00000359930
Q8IWU6	ENST00000260128
Q8IWU9	ENST00000333850
Q8IWV1	ENST00000367217
Q8IWV2	ENST00000397459
Q8IWV7	ENST00000290650
Q8IWV8	ENST00000372899
Q8IWW6	ENST00000311380
Q8IWW8	ENST00000396623
Q8IWX5	ENST00000321276
Q8IWX7	ENST00000268876
Q8IWX8	ENST00000546361
Q8IWY4	ENST00000360835
Q8IWY8	ENST00000396976
Q8IWY9	ENST00000356231
Q8IWZ3	ENST00000360839
Q8IWZ4	ENST00000417545
Q8IWZ5	ENST00000286349
Q8IWZ6	ENST00000264499
Q8IX01	ENST00000330854
Q8IX03	ENST00000265293
Q8IX04	ENST00000300038
Q8IX05	ENST00000259053
Q8IX07	ENST00000319555
Q8IX12	ENST00000265872
Q8IX15	ENST00000357460
Q8IX18	ENST00000251241
Q8IX19	ENST00000333598
Q8IX21	ENST00000238961
Q8IX29	ENST00000380254
Q8IX30	ENST00000274938
Q8IX90	ENST00000298260
Q8IX94	ENST00000486333
Q8IXA5	ENST00000269053
Q8IXB1	ENST00000264065
Q8IXB3	ENST00000333813
Q8IXE1	ENST00000333629
Q8IXF0	ENST00000346562
Q8IXF9	ENST00000337801
Q8IXH6	ENST00000374809
Q8IXH7	ENST00000652272
Q8IXH8	ENST00000244049
Q8IXI1	ENST00000315082
Q8IXI2	ENST00000333942
Q8IXJ6	ENST00000249396
Q8IXJ9	ENST00000375687
Q8IXK0	ENST00000257118
Q8IXK2	ENST00000375011
Q8IXL6	ENST00000313766
Q8IXL7	ENST00000308259
Q8IXL9	ENST00000333127
Q8IXM2	ENST00000439424
Q8IXM3	ENST00000371443
Q8IXM6	ENST00000259953
Q8IXM7	ENST00000332145
Q8IXN7	ENST00000431473
Q8IXP5	ENST00000637637
Q8IXQ3	ENST00000376854
Q8IXQ4	ENST00000357537
Q8IXQ5	ENST00000322275
Q8IXQ6	ENST00000360356
Q8IXQ8	ENST00000424898
Q8IXQ9	ENST00000357721
Q8IXR5	ENST00000393526
Q8IXR9	ENST00000333722
Q8IXS0	ENST00000274673
Q8IXS2	ENST00000266984
Q8IXS6	ENST00000314527
Q8IXS8	ENST00000418596
Q8IXT1	ENST00000329143
Q8IXT2	ENST00000269945
Q8IXT5	ENST00000399300
Q8IXU6	ENST00000375682
Q8IXV7	ENST00000332780
Q8IXW0	ENST00000329451
Q8IXW5	ENST00000610020
Q8IXX5	ENST00000367242
Q8IXY8	ENST00000424445
Q8IXZ2	ENST00000262577
Q8IXZ3	ENST00000361443
Q8IY17	ENST00000221249
Q8IY18	ENST00000361138
Q8IY21	ENST00000393743
Q8IY22	ENST00000398040
Q8IY26	ENST00000381883
Q8IY31	ENST00000357896
Q8IY33	ENST00000297508
Q8IY34	ENST00000227880
Q8IY37	ENST00000308736
Q8IY42	ENST00000284437
Q8IY45	ENST00000281471
Q8IY47	ENST00000304056
Q8IY49	ENST00000401401
Q8IY50	ENST00000366617
Q8IY51	ENST00000304337
Q8IY57	ENST00000327791
Q8IY63	ENST00000317829
Q8IY67	ENST00000615032
Q8IY81	ENST00000427159
Q8IY82	ENST00000336825
Q8IY84	ENST00000326035
Q8IY85	ENST00000331493
Q8IY92	ENST00000294008
Q8IY95	ENST00000306480
Q8IYA6	ENST00000302450
Q8IYA7	ENST00000375790
Q8IYA8	ENST00000296449
Q8IYB1	ENST00000392452
Q8IYB3	ENST00000323848
Q8IYB4	ENST00000263962
Q8IYB5	ENST00000316999
Q8IYB7	ENST00000273009
Q8IYB8	ENST00000359655
Q8IYB9	ENST00000610261
Q8IYD1	ENST00000340438
Q8IYD2	ENST00000367155
Q8IYD8	ENST00000267430
Q8IYD9	ENST00000300091
Q8IYE0	ENST00000285871
Q8IYE1	ENST00000310232
Q8IYF1	ENST00000332567
Q8IYF3	ENST00000344304
Q8IYG6	ENST00000270115
Q8IYI0	ENST00000303142
Q8IYI6	ENST00000366645
Q8IYI8	ENST00000304060
Q8IYJ0	ENST00000320591
Q8IYJ1	ENST00000383831
Q8IYJ2	ENST00000323327
Q8IYJ3	ENST00000318074
Q8IYK2	ENST00000292574
Q8IYK4	ENST00000361927
Q8IYK8	ENST00000267396
Q8IYL2	ENST00000389737
Q8IYL3	ENST00000361605
Q8IYL9	ENST00000267549
Q8IYM0	ENST00000257894
Q8IYM1	ENST00000268231
Q8IYM2	ENST00000304905
Q8IYM9	ENST00000379965
Q8IYN0	ENST00000358296
Q8IYN2	ENST00000360000
Q8IYN6	ENST00000327490
Q8IYP2	ENST00000547058
Q8IYP9	ENST00000330212
Q8IYQ7	ENST00000376356
Q8IYR0	ENST00000369562
Q8IYR2	ENST00000305513
Q8IYR6	ENST00000374879
Q8IYS0	ENST00000358160
Q8IYS1	ENST00000275072
Q8IYS2	ENST00000376572
Q8IYS4	ENST00000299320
Q8IYS5	ENST00000284648
Q8IYS8	ENST00000585477
Q8IYT1	ENST00000294829
Q8IYT2	ENST00000338099
Q8IYT3	ENST00000239374
Q8IYT4	ENST00000245121
Q8IYT8	ENST00000361658
Q8IYU2	ENST00000262903
Q8IYU4	ENST00000380184
Q8IYU8	ENST00000382374
Q8IYV9	ENST00000332955
Q8IYW2	ENST00000368585
Q8IYW4	ENST00000325157
Q8IYW5	ENST00000318037
Q8IYX0	ENST00000255746
Q8IYX1	ENST00000300504
Q8IYX3	ENST00000292779
Q8IYX4	ENST00000542735
Q8IYX7	ENST00000380534
Q8IYX8	ENST00000359793
Q8IYY4	ENST00000327532
Q8IZ02	ENST00000446859
Q8IZ07	ENST00000261739
Q8IZ08	ENST00000395116
Q8IZ13	ENST00000408953
Q8IZ16	ENST00000332375
Q8IZ20	ENST00000349618
Q8IZ21	ENST00000373836
Q8IZ26	ENST00000343459
Q8IZ40	ENST00000301459
Q8IZ41	ENST00000340717
Q8IZ52	ENST00000243776
Q8IZ57	ENST00000378478
Q8IZ63	ENST00000419421
Q8IZ69	ENST00000252136
Q8IZ73	ENST00000315616
Q8IZ81	ENST00000323570
Q8IZ83	ENST00000293350
Q8IZ96	ENST00000332695
Q8IZA0	ENST00000325722
Q8IZA3	ENST00000324382
Q8IZC4	ENST00000373789
Q8IZC6	ENST00000356083
Q8IZC7	ENST00000318110
Q8IZD0	ENST00000330175
Q8IZD2	ENST00000257745
Q8IZD4	ENST00000280665
Q8IZD6	ENST00000369502
Q8IZD9	ENST00000266037
Q8IZE3	ENST00000367770
Q8IZF0	ENST00000251127
Q8IZF2	ENST00000265417
Q8IZF3	ENST00000283303
Q8IZF4	ENST00000340339
Q8IZF5	ENST00000311519
Q8IZF6	ENST00000370652
Q8IZF7	ENST00000296862
Q8IZH2	ENST00000264951
Q8IZI9	ENST00000413851
Q8IZJ0	ENST00000331982
Q8IZJ1	ENST00000335350
Q8IZJ3	ENST00000443236
Q8IZJ4	ENST00000290691
Q8IZK6	ENST00000284027
Q8IZL2	ENST00000524717
Q8IZL8	ENST00000574876
Q8IZL9	ENST00000325303
Q8IZM8	ENST00000309495
Q8IZM9	ENST00000267488
Q8IZN3	ENST00000359775
Q8IZN7	ENST00000335021
Q8IZP0	ENST00000346832
Q8IZP1	ENST00000620215
Q8IZP6	ENST00000267291
Q8IZP7	ENST00000376705
Q8IZP9	ENST00000340581
Q8IZQ1	ENST00000295888
Q8IZQ5	ENST00000388857
Q8IZQ8	ENST00000343344
Q8IZR5	ENST00000330687
Q8IZS6	ENST00000366774
Q8IZS7	ENST00000327839
Q8IZS8	ENST00000288197
Q8IZT6	ENST00000294732
Q8IZT8	ENST00000312719
Q8IZT9	ENST00000333995
Q8IZU0	ENST00000327220
Q8IZU1	ENST00000381003
Q8IZU2	ENST00000280190
Q8IZU3	ENST00000266743
Q8IZU8	ENST00000310045
Q8IZU9	ENST00000525144
Q8IZV2	ENST00000307526
Q8IZV5	ENST00000240285
Q8IZW8	ENST00000254051
Q8IZX4	ENST00000242310
Q8IZY2	ENST00000263094
Q8IZY5	ENST00000560104
Q8J025	ENST00000355285
Q8N0S2	ENST00000343131
Q8N0S6	ENST00000345664
Q8N0T1	ENST00000321777
Q8N0U2	ENST00000371268
Q8N0U4	ENST00000409231
Q8N0U7	ENST00000371201
Q8N0U8	ENST00000360768
Q8N0V3	ENST00000262197
Q8N0V4	ENST00000382114
Q8N0V5	ENST00000265012
Q8N0W3	ENST00000288078
Q8N0W4	ENST00000275857
Q8N0W5	ENST00000308214
Q8N0W7	ENST00000370467
Q8N0X2	ENST00000331683
Q8N0X4	ENST00000339105
Q8N0X7	ENST00000355182
Q8N0Y2	ENST00000337080
Q8N0Y3	ENST00000328795
Q8N0Y5	ENST00000302124
Q8N0Y7	ENST00000458128
Q8N0Z2	ENST00000311955
Q8N0Z3	ENST00000295872
Q8N0Z6	ENST00000258821
Q8N0Z8	ENST00000379031
Q8N0Z9	ENST00000359236
Q8N100	ENST00000373673
Q8N103	ENST00000326965
Q8N104	ENST00000335186
Q8N108	ENST00000355356
Q8N109	ENST00000611422
Q8N111	ENST00000330106
Q8N112	ENST00000316436
Q8N114	ENST00000296444
Q8N118	ENST00000371901
Q8N119	ENST00000368808
Q8N122	ENST00000306801
Q8N123	ENST00000276127
Q8N126	ENST00000368124
Q8N127	ENST00000313555
Q8N128	ENST00000280987
Q8N129	ENST00000262932
Q8N130	ENST00000361134
Q8N131	ENST00000361236
Q8N135	ENST00000310123
Q8N136	ENST00000309931
Q8N137	ENST00000380262
Q8N138	ENST00000304046
Q8N139	ENST00000284425
Q8N140	ENST00000527879
Q8N141	ENST00000392161
Q8N142	ENST00000330877
Q8N143	ENST00000293805
Q8N144	ENST00000578689
Q8N145	ENST00000306317
Q8N146	ENST00000313472
Q8N148	ENST00000418316
Q8N149	ENST00000251376
Q8N157	ENST00000265602
Q8N158	ENST00000292377
Q8N159	ENST00000293404
Q8N162	ENST00000313503
Q8N163	ENST00000308511
Q8N165	ENST00000374269
Q8N183	ENST00000296597
Q8N184	ENST00000360729
Q8N187	ENST00000320443
Q8N196	ENST00000317578
Q8N1A0	ENST00000394052
Q8N1A6	ENST00000281146
Q8N1B3	ENST00000440428
Q8N1B4	ENST00000383210
Q8N1C3	ENST00000295452
Q8N1D0	ENST00000455942
Q8N1D5	ENST00000614859
Q8N1E2	ENST00000308528
Q8N1E6	ENST00000339235
Q8N1F7	ENST00000308159
Q8N1F8	ENST00000456909
Q8N1G0	ENST00000324048
Q8N1G1	ENST00000170168
Q8N1G2	ENST00000373451
Q8N1G4	ENST00000378251
Q8N1H7	ENST00000321731
Q8N1I0	ENST00000428084
Q8N1K5	ENST00000368248
Q8N1L9	ENST00000301887
Q8N1M1	ENST00000266661
Q8N1N0	ENST00000272367
Q8N1N2	ENST00000321600
Q8N1N4	ENST00000304620
Q8N1P7	ENST00000308182
Q8N1Q1	ENST00000321764
Q8N1Q8	ENST00000368817
Q8N1S5	ENST00000255559
Q8N1T3	ENST00000431443
Q8N1V2	ENST00000352665
Q8N1W1	ENST00000296794
Q8N1W2	ENST00000268154
Q8N201	ENST00000404767
Q8N205	ENST00000324444
Q8N228	ENST00000369020
Q8N239	ENST00000379499
Q8N257	ENST00000620438
Q8N264	ENST00000264343
Q8N271	ENST00000317620
Q8N283	ENST00000355594
Q8N292	ENST00000318469
Q8N2A8	ENST00000321560
Q8N2C3	ENST00000299185
Q8N2C7	ENST00000272845
Q8N2E2	ENST00000275358
Q8N2E6	ENST00000336067
Q8N2F6	ENST00000323716
Q8N2G4	ENST00000345008
Q8N2G6	ENST00000372336
Q8N2G8	ENST00000301671
Q8N2H3	ENST00000370575
Q8N2H4	ENST00000243918
Q8N2H9	ENST00000320740
Q8N2I2	ENST00000314686
Q8N2I9	ENST00000359297
Q8N2K0	ENST00000339157
Q8N2K1	ENST00000349431
Q8N2M4	ENST00000280734
Q8N2M8	ENST00000391952
Q8N2N9	ENST00000258459
Q8N2Q7	ENST00000361589
Q8N2R0	ENST00000297565
Q8N2R8	ENST00000329759
Q8N2S1	ENST00000308370
Q8N2U0	ENST00000302422
Q8N2U9	ENST00000357575
Q8N2Y8	ENST00000361226
Q8N2Z9	ENST00000309048
Q8N300	ENST00000372521
Q8N302	ENST00000312916
Q8N307	ENST00000445522
Q8N309	ENST00000339777
Q8N319	ENST00000336600
Q8N323	ENST00000251921
Q8N335	ENST00000282541
Q8N336	ENST00000265840
Q8N339	ENST00000379818
Q8N344	ENST00000264819
Q8N349	ENST00000358120
Q8N350	ENST00000590083
Q8N357	ENST00000344420
Q8N365	ENST00000290363
Q8N370	ENST00000301335
Q8N371	ENST00000286096
Q8N386	ENST00000339007
Q8N387	ENST00000455601
Q8N392	ENST00000368149
Q8N393	ENST00000491431
Q8N394	ENST00000321196
Q8N398	ENST00000426955
Q8N3A8	ENST00000281631
Q8N3C0	ENST00000369143
Q8N3C7	ENST00000320081
Q8N3D4	ENST00000309295
Q8N3E9	ENST00000619929
Q8N3F0	ENST00000324453
Q8N3F8	ENST00000215957
Q8N3F9	ENST00000321662
Q8N3G9	ENST00000339375
Q8N3H0	ENST00000416284
Q8N3I7	ENST00000295240
Q8N3J2	ENST00000574538
Q8N3J3	ENST00000245382
Q8N3J5	ENST00000608933
Q8N3J6	ENST00000383699
Q8N3J9	ENST00000337815
Q8N3K9	ENST00000446378
Q8N3L3	ENST00000358430
Q8N3P4	ENST00000436792
Q8N3R3	ENST00000342649
Q8N3R9	ENST00000261681
Q8N3S3	ENST00000248550
Q8N3T1	ENST00000339732
Q8N3T6	ENST00000435159
Q8N3U4	ENST00000218089
Q8N3V7	ENST00000307662
Q8N3X1	ENST00000263773
Q8N3X6	ENST00000326877
Q8N3Y1	ENST00000455858
Q8N3Y3	ENST00000325468
Q8N3Y7	ENST00000303749
Q8N3Z0	ENST00000369700
Q8N3Z3	ENST00000295864
Q8N3Z6	ENST00000336755
Q8N412	ENST00000295268
Q8N413	ENST00000294187
Q8N414	ENST00000391860
Q8N423	ENST00000314446
Q8N427	ENST00000199447
Q8N428	ENST00000337827
Q8N431	ENST00000361132
Q8N434	ENST00000288513
Q8N436	ENST00000241305
Q8N441	ENST00000264748
Q8N442	ENST00000281543
Q8N443	ENST00000375327
Q8N446	ENST00000315678
Q8N448	ENST00000316334
Q8N456	ENST00000374160
Q8N461	ENST00000324361
Q8N465	ENST00000321264
Q8N468	ENST00000367147
Q8N474	ENST00000220772
Q8N475	ENST00000306100
Q8N485	ENST00000274382
Q8N488	ENST00000477973
Q8N490	ENST00000248451
Q8N4A0	ENST00000529983
Q8N4B1	ENST00000361483
Q8N4B4	ENST00000321535
Q8N4B5	ENST00000322583
Q8N4C6	ENST00000245441
Q8N4C7	ENST00000315099
Q8N4C9	ENST00000611038
Q8N4E4	ENST00000295645
Q8N4E7	ENST00000321339
Q8N4F0	ENST00000170150
Q8N4F4	ENST00000326192
Q8N4F7	ENST00000347063
Q8N4G2	ENST00000320767
Q8N4H0	ENST00000406861
Q8N4H5	ENST00000321301
Q8N4J0	ENST00000376834
Q8N4K4	ENST00000322329
Q8N4L1	ENST00000327259
Q8N4L2	ENST00000285419
Q8N4L4	ENST00000323675
Q8N4L8	ENST00000372318
Q8N4M1	ENST00000271227
Q8N4N3	ENST00000258157
Q8N4N8	ENST00000268919
Q8N4P2	ENST00000408939
Q8N4P3	ENST00000330334
Q8N4P6	ENST00000337428
Q8N4Q0	ENST00000322342
Q8N4Q1	ENST00000295767
Q8N4S0	ENST00000278520
Q8N4S7	ENST00000293978
Q8N4S9	ENST00000325631
Q8N4T0	ENST00000297770
Q8N4T4	ENST00000378387
Q8N4T8	ENST00000306193
Q8N4U5	ENST00000299045
Q8N4V1	ENST00000305963
Q8N4V2	ENST00000610966
Q8N4W6	ENST00000395069
Q8N4W9	ENST00000359798
Q8N4X5	ENST00000304129
Q8N4Y2	ENST00000450448
Q8N4Z0	ENST00000373826
Q8N511	ENST00000292114
Q8N531	ENST00000331890
Q8N539	ENST00000372338
Q8N543	ENST00000566157
Q8N554	ENST00000289816
Q8N556	ENST00000358461
Q8N565	ENST00000263268
Q8N567	ENST00000254037
Q8N568	ENST00000296550
Q8N573	ENST00000297447
Q8N584	ENST00000304621
Q8N587	ENST00000302851
Q8N594	ENST00000262966
Q8N5A5	ENST00000328969
Q8N5B7	ENST00000317551
Q8N5C1	ENST00000368599
Q8N5C6	ENST00000263736
Q8N5C7	ENST00000251250
Q8N5C8	ENST00000378930
Q8N5D0	ENST00000319394
Q8N5D6	ENST00000372040
Q8N5F7	ENST00000371410
Q8N5G0	ENST00000506197
Q8N5G2	ENST00000374343
Q8N5H3	ENST00000316409
Q8N5H7	ENST00000314830
Q8N5I2	ENST00000371421
Q8N5I3	ENST00000312942
Q8N5I4	ENST00000334651
Q8N5I9	ENST00000552951
Q8N5J2	ENST00000312210
Q8N5J4	ENST00000551346
Q8N5K1	ENST00000273986
Q8N5L8	ENST00000297613
Q8N5M1	ENST00000474627
Q8N5M4	ENST00000316461
Q8N5M9	ENST00000307768
Q8N5N4	ENST00000318225
Q8N5N7	ENST00000374865
Q8N5P1	ENST00000272570
Q8N5Q1	ENST00000424985
Q8N5R6	ENST00000268082
Q8N5S1	ENST00000321510
Q8N5S3	ENST00000398634
Q8N5S9	ENST00000158166
Q8N5T2	ENST00000264866
Q8N5U0	ENST00000316375
Q8N5U1	ENST00000337911
Q8N5U6	ENST00000325954
Q8N5V2	ENST00000264051
Q8N5W8	ENST00000368896
Q8N5W9	ENST00000329099
Q8N5X7	ENST00000295612
Q8N5Y2	ENST00000312196
Q8N5Y8	ENST00000261888
Q8N5Z0	ENST00000337664
Q8N5Z5	ENST00000402077
Q8N608	ENST00000310323
Q8N609	ENST00000310754
Q8N612	ENST00000265978
Q8N614	ENST00000381938
Q8N628	ENST00000366487
Q8N635	ENST00000325962
Q8N653	ENST00000215739
Q8N660	ENST00000488031
Q8N661	ENST00000327042
Q8N668	ENST00000311832
Q8N680	ENST00000325144
Q8N682	ENST00000258534
Q8N684	ENST00000340437
Q8N687	ENST00000382410
Q8N688	ENST00000376309
Q8N690	ENST00000339144
Q8N693	ENST00000372588
Q8N695	ENST00000536262
Q8N697	ENST00000266771
Q8N699	ENST00000367245
Q8N6C5	ENST00000361420
Q8N6C8	ENST00000612127
Q8N6D2	ENST00000488300
Q8N6D5	ENST00000322980
Q8N6F1	ENST00000296387
Q8N6F7	ENST00000308910
Q8N6F8	ENST00000297873
Q8N6G2	ENST00000380473
Q8N6G5	ENST00000374466
Q8N6G6	ENST00000276935
Q8N6H7	ENST00000524782
Q8N6I1	ENST00000390658
Q8N6I4	ENST00000283534
Q8N6K0	ENST00000283547
Q8N6K7	ENST00000324172
Q8N6L0	ENST00000447857
Q8N6L1	ENST00000295682
Q8N6L7	ENST00000377311
Q8N6M0	ENST00000404789
Q8N6M3	ENST00000396825
Q8N6M5	ENST00000252505
Q8N6M6	ENST00000277198
Q8N6M8	ENST00000310914
Q8N6M9	ENST00000316495
Q8N6N2	ENST00000311308
