oln	evolutionary_rate
ENST00000295598	0.0029
ENST00000295628	0.0027
ENST00000295633	0.0000
ENST00000295640	0.0169
ENST00000295641	0.0522
ENST00000295666	0.0106
ENST00000295683	0.0829
ENST00000295694	0.0228
ENST00000295702	0.0055
ENST00000295709	0.0342
ENST00000295757	0.0087
ENST00000295759	0.0321
ENST00000295777	0.0195
ENST00000295802	0.0541
ENST00000295809	0.1584
ENST00000295822	0.0000
ENST00000295830	0.0168
ENST00000295878	0.0718
ENST00000295887	0.0621
ENST00000295897	0.0641
ENST00000295899	0.0051
ENST00000295901	0.0026
ENST00000295902	0.0024
ENST00000295910	0.0613
ENST00000295924	0.0061
ENST00000295930	0.0090
ENST00000295956	0.0304
ENST00000295962	0.0059
ENST00000295971	0.0017
ENST00000295987	0.0057
ENST00000296015	0.0143
ENST00000296043	0.0391
ENST00000296059	0.0305
ENST00000296088	0.0052
ENST00000296091	0.0331
ENST00000296096	0.0280
ENST00000296098	0.0175
ENST00000296099	0.0726
ENST00000296127	0.0092
ENST00000296130	0.0297
ENST00000296135	0.0101
ENST00000296140	0.1155
ENST00000296161	0.0919
ENST00000296181	0.0138
ENST00000296202	0.0516
ENST00000296215	0.0253
ENST00000296218	0.0179
ENST00000296273	0.0193
ENST00000296292	0.0277
ENST00000296302	0.0118
ENST00000296318	0.0122
ENST00000296327	0.0676
ENST00000296370	0.0000
ENST00000296380	0.0295
ENST00000296411	0.0052
ENST00000296412	0.0134
ENST00000296417	0.0000
ENST00000296435	0.1329
ENST00000296452	0.0299
ENST00000296456	0.0123
ENST00000296474	0.0859
ENST00000296484	0.0221
ENST00000296490	0.0000
ENST00000296498	0.0240
ENST00000296499	0.0046
ENST00000296504	0.0182
ENST00000296506	0.0612
ENST00000296509	0.0000
ENST00000296518	0.0101
ENST00000296525	0.0091
ENST00000296529	0.0174
ENST00000296533	0.0026
ENST00000296543	0.0046
ENST00000296545	0.0559
ENST00000296575	0.0043
ENST00000296577	0.0000
ENST00000296581	0.0000
ENST00000296582	0.0114
ENST00000296585	0.0173
ENST00000296591	0.0146
ENST00000296595	0.0062
ENST00000296597	0.0592
ENST00000296603	0.0058
ENST00000296632	0.0049
ENST00000296658	0.0490
ENST00000296674	0.0000
ENST00000296695	0.0633
ENST00000296702	0.0018
ENST00000296755	0.0174
ENST00000296776	0.0453
ENST00000296777	0.0172
ENST00000296783	0.0083
ENST00000296785	0.0032
ENST00000296786	0.0000
ENST00000296792	0.0077
ENST00000296795	0.0454
ENST00000296805	0.0322
ENST00000296870	0.1748
ENST00000296871	0.0486
ENST00000296877	0.1299
ENST00000296930	0.0311
ENST00000296978	0.0204
ENST00000297012	0.0076
ENST00000297029	0.0196
ENST00000297063	0.1062
ENST00000297071	0.0000
ENST00000297109	0.0000
ENST00000297142	0.0000
ENST00000297146	0.0027
ENST00000297151	0.0068
ENST00000297156	0.0101
ENST00000297157	0.0226
ENST00000297161	0.0146
ENST00000297164	0.0264
ENST00000297195	0.0323
ENST00000297205	0.0147
ENST00000297258	0.0148
ENST00000297265	0.0129
ENST00000297290	0.0000
ENST00000297338	0.0016
ENST00000297347	0.0000
ENST00000297350	0.0100
ENST00000297404	0.0000
ENST00000297405	0.0200
ENST00000297423	0.0508
ENST00000297431	0.0069
ENST00000297439	0.0735
ENST00000297459	0.0262
ENST00000297494	0.0317
ENST00000297504	0.0422
ENST00000297533	0.0163
ENST00000297540	0.0178
ENST00000297564	0.1200
ENST00000297578	0.0159
ENST00000297591	0.0083
ENST00000297596	0.0034
ENST00000297613	0.0000
ENST00000297623	0.0344
ENST00000297661	0.0060
ENST00000297689	0.0108
ENST00000297737	0.0000
ENST00000297785	0.0120
ENST00000297788	0.0269
ENST00000297819	0.0615
ENST00000297848	0.0535
ENST00000297857	0.0115
ENST00000297913	0.0637
ENST00000297977	0.0639
ENST00000297988	0.0468
ENST00000297990	0.0314
ENST00000297991	0.0274
ENST00000297994	0.0316
ENST00000298085	0.0291
ENST00000298110	0.0356
ENST00000298130	0.0000
ENST00000298159	0.0000
ENST00000298198	0.0064
ENST00000298223	0.0392
ENST00000298229	0.0159
ENST00000298248	0.0188
ENST00000298251	0.0129
ENST00000298282	0.0021
ENST00000298283	0.0140
ENST00000298288	0.0386
ENST00000298295	0.0613
ENST00000298299	0.0089
ENST00000298307	0.0049
ENST00000298316	0.0000
ENST00000298352	0.0066
ENST00000298428	0.0021
ENST00000298510	0.0234
ENST00000298545	0.0292
ENST00000298552	0.0172
ENST00000298569	0.0393
ENST00000298585	0.0000
ENST00000298694	0.0575
ENST00000298705	0.0569
ENST00000298717	0.0034
ENST00000298746	0.0201
ENST00000298852	0.0023
ENST00000298875	0.0013
ENST00000298892	0.0186
ENST00000298894	0.0228
ENST00000298943	0.0000
ENST00000298966	0.0000
ENST00000299001	0.0235
ENST00000299045	0.0289
ENST00000299088	0.0242
ENST00000299163	0.0000
ENST00000299166	0.0699
ENST00000299167	0.0192
ENST00000299192	0.0156
ENST00000299194	0.0189
ENST00000299206	0.0296
ENST00000299237	0.0017
ENST00000299259	0.0000
ENST00000299267	0.0423
ENST00000299295	0.0116
ENST00000299299	0.0000
ENST00000299300	0.0000
ENST00000299333	0.0093
ENST00000299335	0.0725
ENST00000299339	0.0044
ENST00000299340	0.0390
ENST00000299381	0.0000
ENST00000299413	0.0030
ENST00000299421	0.0000
ENST00000299424	0.0138
ENST00000299427	0.0160
ENST00000299440	0.0201
ENST00000299505	0.0093
ENST00000299518	0.0027
ENST00000299529	0.0000
ENST00000299565	0.0494
ENST00000299578	0.1051
ENST00000299608	0.0132
ENST00000299633	0.0049
ENST00000299698	0.1151
ENST00000299705	0.0276
ENST00000299759	0.0162
ENST00000299766	0.0120
ENST00000299767	0.0025
ENST00000299927	0.0182
ENST00000300006	0.0049
ENST00000300022	0.0000
ENST00000300026	0.0000
ENST00000300035	0.0270
ENST00000300056	0.0364
ENST00000300061	0.0185
ENST00000300086	0.0075
ENST00000300093	0.0017
ENST00000300101	0.0239
ENST00000300107	0.0063
ENST00000300128	0.0293
ENST00000300131	0.0038
ENST00000300134	0.0153
ENST00000300151	0.0319
ENST00000300175	0.0094
ENST00000300179	0.0178
ENST00000300209	0.0133
ENST00000300226	0.0760
ENST00000300249	0.0061
ENST00000300289	0.0079
ENST00000300305	0.0042
ENST00000300399	0.0394
ENST00000300406	0.0000
ENST00000300408	0.0000
ENST00000300413	0.0000
ENST00000300482	0.1501
ENST00000300576	0.1632
ENST00000300658	0.0125
ENST00000300688	0.0000
ENST00000300738	0.0063
ENST00000300747	0.0247
ENST00000300811	0.0000
ENST00000300850	0.0388
ENST00000300870	0.0378
ENST00000300917	0.0101
ENST00000300935	0.0000
ENST00000300976	0.0017
ENST00000301012	0.0400
ENST00000301050	0.0041
ENST00000301068	0.0718
ENST00000301073	0.0265
ENST00000301096	0.1004
ENST00000301244	0.0397
ENST00000301264	0.0110
ENST00000301280	0.1025
ENST00000301281	0.0363
ENST00000301318	0.0380
ENST00000301327	0.0510
ENST00000301332	0.0382
ENST00000301364	0.0261
ENST00000301391	0.0417
ENST00000301452	0.0379
ENST00000301475	0.0299
ENST00000301488	0.0079
ENST00000301522	0.0000
ENST00000301585	0.0583
ENST00000301587	0.0311
ENST00000301599	0.0252
ENST00000301608	0.0152
ENST00000301633	0.1152
ENST00000301678	0.0580
ENST00000301691	0.0235
ENST00000301717	0.0113
ENST00000301727	0.0281
ENST00000301761	0.0120
ENST00000301764	0.0000
ENST00000301765	0.0451
ENST00000301776	0.0390
ENST00000301785	0.0389
ENST00000301788	0.0000
ENST00000301821	0.0034
ENST00000301825	0.0208
ENST00000301843	0.0164
ENST00000301908	0.0170
ENST00000301919	0.0000
ENST00000301964	0.0000
ENST00000301981	0.0082
ENST00000301998	0.0151
ENST00000302005	0.0400
ENST00000302014	0.0480
ENST00000302017	0.0370
ENST00000302085	0.0000
ENST00000302103	0.0000
ENST00000302165	0.0068
ENST00000302174	0.0487
ENST00000302177	0.0114
ENST00000302188	0.0248
ENST00000302236	0.0211
ENST00000302259	0.0379
ENST00000302277	0.0455
ENST00000302313	0.0000
ENST00000302327	0.0000
ENST00000302342	0.0373
ENST00000302347	0.0923
ENST00000302351	0.0017
ENST00000302386	0.0000
ENST00000302392	0.0126
ENST00000302422	0.0265
ENST00000302424	0.0073
ENST00000302451	0.0635
ENST00000302472	0.0184
ENST00000302514	0.0395
ENST00000302516	0.0000
ENST00000302517	0.0217
ENST00000302539	0.0234
ENST00000302584	0.0026
ENST00000302609	0.0330
ENST00000302632	0.0175
ENST00000302746	0.0028
ENST00000302754	0.0086
ENST00000302755	0.0126
ENST00000302763	0.0077
ENST00000302764	0.0000
ENST00000302797	0.1335
ENST00000302804	0.0485
ENST00000302805	0.0035
ENST00000302819	0.0828
ENST00000302823	0.0314
ENST00000302824	0.0235
ENST00000302874	0.0273
ENST00000302913	0.0586
ENST00000302926	0.0000
ENST00000302979	0.0075
ENST00000302987	0.0413
ENST00000303037	0.0875
ENST00000303052	0.0284
ENST00000303088	0.0192
ENST00000303142	0.0683
ENST00000303143	0.0086
ENST00000303145	0.0434
ENST00000303151	0.0143
ENST00000303177	0.0058
ENST00000303204	0.0046
ENST00000303212	0.0205
ENST00000303221	0.0520
ENST00000303230	0.0000
ENST00000303254	0.0389
ENST00000303305	0.0025
ENST00000303319	0.0135
ENST00000303406	0.0000
ENST00000303407	0.0096
ENST00000303436	0.0000
ENST00000303459	0.0309
ENST00000303531	0.0015
ENST00000303545	0.0151
ENST00000303562	0.0158
ENST00000303596	0.0194
ENST00000303657	0.0373
ENST00000303660	0.0025
ENST00000303694	0.0000
ENST00000303721	0.0218
ENST00000303731	0.0000
ENST00000303749	0.0777
ENST00000303775	0.0374
ENST00000303809	0.0274
ENST00000303846	0.0139
ENST00000303887	0.0153
ENST00000303915	0.0633
ENST00000303921	0.0294
ENST00000303924	0.0000
ENST00000304032	0.0058
ENST00000304043	0.0079
ENST00000304046	0.0065
ENST00000304056	0.0000
ENST00000304061	0.0406
ENST00000304062	0.0075
ENST00000304084	0.0567
ENST00000304101	0.0081
ENST00000304129	0.0159
ENST00000304141	0.0400
ENST00000304164	0.0009
ENST00000304191	0.0085
ENST00000304231	0.2795
ENST00000304355	0.0314
ENST00000304363	0.0079
ENST00000304381	0.0221
ENST00000304400	0.0700
ENST00000304402	0.0000
ENST00000304430	0.0475
ENST00000304502	0.0230
ENST00000304511	0.0974
ENST00000304523	0.0000
ENST00000304527	0.0254
ENST00000304552	0.0497
ENST00000304636	0.0171
ENST00000304661	0.0031
ENST00000304677	0.0467
ENST00000304685	0.0112
ENST00000304734	0.0245
ENST00000304743	0.0120
ENST00000304748	0.1086
ENST00000304771	0.0886
ENST00000304786	0.0235
ENST00000304788	0.0121
ENST00000304800	0.0058
ENST00000304842	0.0081
ENST00000304863	0.0623
ENST00000304883	0.0173
ENST00000304921	0.0000
ENST00000304979	0.0000
ENST00000304992	0.0009
ENST00000305097	0.0107
ENST00000305105	0.0000
ENST00000305123	0.0153
ENST00000305124	0.0504
ENST00000305127	0.0156
ENST00000305231	0.1096
ENST00000305249	0.0049
ENST00000305264	0.0000
ENST00000305344	0.0137
ENST00000305364	0.1033
ENST00000305392	0.0322
ENST00000305447	0.0087
ENST00000305454	0.0340
ENST00000305476	0.0276
ENST00000305479	0.0968
ENST00000305513	0.0848
ENST00000305544	0.0350
ENST00000305579	0.0632
ENST00000305596	0.0265
ENST00000305626	0.0087
ENST00000305641	0.0423
ENST00000305784	0.0425
ENST00000305786	0.0095
ENST00000305798	0.0000
ENST00000305817	0.0852
ENST00000305869	0.1134
ENST00000305877	0.0122
ENST00000305885	0.0079
ENST00000305904	0.0000
ENST00000305921	0.0149
ENST00000305949	0.0265
ENST00000305963	0.0076
ENST00000305988	0.0194
ENST00000305997	0.0135
ENST00000306024	0.0000
ENST00000306061	0.0000
ENST00000306071	0.1303
ENST00000306072	0.0221
ENST00000306078	0.0023
ENST00000306087	0.0000
ENST00000306108	0.1027
ENST00000306117	0.0285
ENST00000306125	0.0219
ENST00000306177	0.0380
ENST00000306185	0.0112
ENST00000306200	0.0030
ENST00000306243	0.0160
ENST00000306306	0.0272
ENST00000306318	0.0029
ENST00000306320	0.0080
ENST00000306324	0.0353
ENST00000306357	0.0169
ENST00000306368	0.0131
ENST00000306376	0.0040
ENST00000306384	0.1638
ENST00000306385	0.0051
ENST00000306434	0.0000
ENST00000306442	0.0330
ENST00000306534	0.1075
ENST00000306560	0.0054
ENST00000306602	0.0510
ENST00000306621	0.0319
ENST00000306675	0.0058
ENST00000306708	0.0188
ENST00000306721	0.0156
ENST00000306773	0.0046
ENST00000306846	0.0063
ENST00000306851	0.0026
ENST00000306862	0.0425
ENST00000306897	0.0000
ENST00000306917	0.0000
ENST00000306960	0.0022
ENST00000306984	0.0056
ENST00000306999	0.0068
ENST00000307017	0.0173
ENST00000307046	0.0051
ENST00000307068	0.0049
ENST00000307078	0.0876
ENST00000307098	0.0225
ENST00000307102	0.0025
ENST00000307126	0.0017
ENST00000307142	0.0285
ENST00000307149	0.0457
ENST00000307179	0.0161
ENST00000307227	0.0116
ENST00000307271	0.1098
ENST00000307275	0.0245
ENST00000307331	0.0266
ENST00000307365	0.0216
ENST00000307395	0.0339
ENST00000307407	0.0505
ENST00000307428	0.0581
ENST00000307450	0.0068
ENST00000307471	0.0071
ENST00000307518	0.0333
ENST00000307522	0.0981
ENST00000307526	0.0173
ENST00000307534	0.0201
ENST00000307588	0.0637
ENST00000307641	0.0000
ENST00000307659	0.0079
ENST00000307677	0.0043
ENST00000307712	0.0013
ENST00000307720	0.0243
ENST00000307729	0.0089
ENST00000307731	0.0035
ENST00000307750	0.0044
ENST00000307767	0.0244
ENST00000307771	0.0084
ENST00000307839	0.0148
ENST00000307845	0.0052
ENST00000307864	0.0161
ENST00000307877	0.0048
ENST00000307885	0.0103
ENST00000307886	0.0533
ENST00000307892	0.0200
ENST00000307897	0.1022
ENST00000307921	0.0498
ENST00000307961	0.0047
ENST00000307972	0.0059
ENST00000308025	0.0012
ENST00000308027	0.0235
ENST00000308031	0.0192
ENST00000308064	0.0000
ENST00000308074	0.0337
ENST00000308127	0.0487
ENST00000308153	0.0000
ENST00000308158	0.0311
ENST00000308192	0.0704
ENST00000308234	0.0356
ENST00000308275	0.0199
ENST00000308293	0.0591
ENST00000308317	0.0071
ENST00000308330	0.0154
ENST00000308375	0.0103
ENST00000308378	0.1700
ENST00000308394	0.0433
ENST00000308406	0.0209
ENST00000308418	0.0488
ENST00000308448	0.0000
ENST00000308497	0.0130
ENST00000308511	0.0173
ENST00000308527	0.0070
ENST00000308580	0.0199
ENST00000308595	0.0015
ENST00000308611	0.0977
ENST00000308650	0.0296
ENST00000308660	0.0040
ENST00000308675	0.0033
ENST00000308683	0.0252
ENST00000308724	0.0293
ENST00000308736	0.0537
ENST00000308775	0.0246
ENST00000308799	0.0567
ENST00000308807	0.0936
ENST00000308811	0.0586
ENST00000308824	0.0056
ENST00000308860	0.0310
ENST00000308868	0.0958
ENST00000308874	0.0513
ENST00000308893	0.0138
ENST00000308973	0.0333
ENST00000308979	0.0471
ENST00000308982	0.0338
ENST00000309032	0.0299
ENST00000309035	0.0294
ENST00000309049	0.0451
ENST00000309050	0.0821
ENST00000309052	0.0239
ENST00000309100	0.0165
ENST00000309117	0.0072
ENST00000309154	0.0639
ENST00000309195	0.0701
ENST00000309235	0.0296
ENST00000309295	0.0694
ENST00000309311	0.0012
ENST00000309318	0.0272
ENST00000309324	0.0085
ENST00000309366	0.0141
ENST00000309377	0.0429
ENST00000309422	0.0193
ENST00000309428	0.0150
ENST00000309439	0.0000
ENST00000309451	0.0823
ENST00000309469	0.0148
ENST00000309502	0.0031
ENST00000309534	0.0060
ENST00000309539	0.0549
ENST00000309558	0.0541
ENST00000309575	0.0113
ENST00000309579	0.0172
ENST00000309594	0.0294
ENST00000309602	0.0031
ENST00000309657	0.0030
ENST00000309675	0.0319
ENST00000309720	0.0057
ENST00000309733	0.0606
ENST00000309737	0.0379
ENST00000309755	0.0036
ENST00000309765	0.0504
ENST00000309784	0.0546
ENST00000309822	0.0281
ENST00000309828	0.0280
ENST00000309877	0.0427
ENST00000309889	0.0120
ENST00000309922	0.0882
ENST00000309951	0.0101
ENST00000309955	0.0417
ENST00000309957	0.0977
ENST00000309971	0.0287
ENST00000309993	0.0000
ENST00000310046	0.0000
ENST00000310109	0.0346
ENST00000310112	0.0000
ENST00000310157	0.0205
ENST00000310160	0.0466
ENST00000310164	0.0299
ENST00000310298	0.0169
ENST00000310300	0.0293
ENST00000310380	0.0178
ENST00000310389	0.0164
ENST00000310392	0.0458
ENST00000310398	0.0303
ENST00000310421	0.0016
ENST00000310430	0.0038
ENST00000310442	0.0106
ENST00000310454	0.0083
ENST00000310455	0.0421
ENST00000310483	0.0093
ENST00000310512	0.0160
ENST00000310546	0.0073
ENST00000310571	0.0230
ENST00000310574	0.0472
ENST00000310604	0.0173
ENST00000310706	0.0013
ENST00000310715	0.0178
ENST00000310754	0.0434
ENST00000310758	0.0055
ENST00000310775	0.0260
ENST00000310776	0.0472
ENST00000310786	0.0761
ENST00000310791	0.0508
ENST00000310806	0.0558
ENST00000310826	0.0084
ENST00000310850	0.0476
ENST00000310864	0.0301
ENST00000310924	0.0209
ENST00000310955	0.0040
ENST00000310999	0.0260
ENST00000311008	0.0152
ENST00000311014	0.0727
ENST00000311027	0.0115
ENST00000311028	0.0000
ENST00000311052	0.0136
ENST00000311069	0.0368
ENST00000311086	0.0108
ENST00000311111	0.0286
ENST00000311131	0.0318
ENST00000311151	0.0000
ENST00000311180	0.0115
ENST00000311189	0.0000
ENST00000311212	0.0000
ENST00000311223	0.0000
ENST00000311227	0.0067
ENST00000311320	0.0383
ENST00000311352	0.0656
ENST00000311381	0.0500
ENST00000311403	0.1043
ENST00000311413	0.0208
ENST00000311417	0.0173
ENST00000311437	0.0302
ENST00000311445	0.0000
ENST00000311469	0.0500
ENST00000311481	0.0000
ENST00000311485	0.0152
ENST00000311506	0.0238
ENST00000311507	0.0531
ENST00000311565	0.0272
ENST00000311597	0.0318
ENST00000311601	0.0181
ENST00000311635	0.0167
ENST00000311638	0.0270
ENST00000311669	0.0020
ENST00000311772	0.0000
ENST00000311798	0.2052
ENST00000311806	0.0057
ENST00000311852	0.0103
ENST00000311875	0.0378
ENST00000311893	0.0060
ENST00000311921	0.0273
ENST00000311922	0.0108
ENST00000311956	0.0114
ENST00000311966	0.0249
ENST00000312006	0.0116
ENST00000312026	0.1078
ENST00000312037	0.0464
ENST00000312108	0.0871
ENST00000312134	0.0470
ENST00000312156	0.0214
ENST00000312175	0.0000
ENST00000312184	0.1308
ENST00000312234	0.0061
ENST00000312239	0.0072
ENST00000312280	0.0125
ENST00000312292	0.0955
ENST00000312293	0.0272
ENST00000312319	0.0113
ENST00000312349	0.0223
ENST00000312352	0.0128
ENST00000312377	0.0111
ENST00000312419	0.0187
ENST00000312423	0.0263
ENST00000312457	0.0684
ENST00000312515	0.0049
ENST00000312547	0.0000
ENST00000312579	0.0050
ENST00000312600	0.0026
ENST00000312637	0.0316
ENST00000312783	0.0249
ENST00000312814	0.0043
ENST00000312916	0.0254
ENST00000312938	0.0162
ENST00000312960	0.0000
ENST00000312994	0.0242
ENST00000313074	0.0145
ENST00000313115	0.1029
ENST00000313117	0.0000
ENST00000313132	0.0510
ENST00000313135	0.0437
ENST00000313143	0.0015
ENST00000313146	0.0255
ENST00000313164	0.0368
ENST00000313221	0.0503
ENST00000313244	0.0084
ENST00000313269	0.0108
ENST00000313334	0.0405
ENST00000313349	0.0287
ENST00000313367	0.0406
ENST00000313368	0.0000
ENST00000313386	0.0153
ENST00000313401	0.0033
ENST00000313468	0.0476
ENST00000313511	0.0220
ENST00000313525	0.0306
ENST00000313543	0.1404
ENST00000313546	0.0146
ENST00000313552	0.0042
ENST00000313578	0.0221
ENST00000313582	0.0281
ENST00000313597	0.0048
ENST00000313601	0.0000
ENST00000313608	0.0842
ENST00000313655	0.0229
ENST00000313766	0.0308
ENST00000313833	0.0297
ENST00000313835	0.0044
ENST00000313838	0.0822
ENST00000313871	0.0446
ENST00000313899	0.0000
ENST00000313940	0.0322
ENST00000313961	0.0939
ENST00000314011	0.0043
ENST00000314032	0.0353
ENST00000314128	0.0294
ENST00000314133	0.1884
ENST00000314134	0.0330
ENST00000314138	0.0135
ENST00000314228	0.0204
ENST00000314256	0.0074
ENST00000314328	0.0054
ENST00000314340	0.0377
ENST00000314349	0.0419
ENST00000314355	0.0000
ENST00000314392	0.0482
ENST00000314475	0.0150
ENST00000314499	0.0051
ENST00000314520	0.0513
ENST00000314529	0.0451
ENST00000314565	0.0153
ENST00000314583	0.0337
ENST00000314595	0.0000
ENST00000314606	0.0098
ENST00000314607	0.0033
ENST00000314641	0.0111
ENST00000314666	0.0270
ENST00000314673	0.0063
ENST00000314728	0.0234
ENST00000314742	0.0555
ENST00000314759	0.0558
ENST00000314852	0.0000
ENST00000314891	0.0229
ENST00000314940	0.0000
ENST00000315013	0.0067
ENST00000315050	0.0252
ENST00000315127	0.0177
ENST00000315190	0.0187
ENST00000315204	0.0545
ENST00000315212	0.0629
ENST00000315249	0.0220
ENST00000315251	0.0320
ENST00000315322	0.0108
ENST00000315330	0.1000
ENST00000315367	0.0040
ENST00000315392	0.0301
ENST00000315423	0.0396
ENST00000315554	0.0000
ENST00000315579	0.0315
ENST00000315588	0.0362
ENST00000315596	0.0035
ENST00000315599	0.1294
ENST00000315616	0.0587
ENST00000315658	0.0537
ENST00000315660	0.0050
ENST00000315691	0.0000
ENST00000315717	0.0000
ENST00000315732	0.0244
ENST00000315758	0.0190
ENST00000315781	0.0501
ENST00000315792	0.0377
ENST00000315796	0.0155
ENST00000315849	0.0966
ENST00000315869	0.0052
ENST00000315891	0.0546
ENST00000315913	0.0000
ENST00000315930	0.0000
ENST00000315948	0.0261
ENST00000315957	0.0288
ENST00000315970	0.0120
ENST00000315987	0.0000
ENST00000316024	0.0310
ENST00000316052	0.0000
ENST00000316059	0.0053
ENST00000316081	0.0497
ENST00000316084	0.0000
ENST00000316144	0.0598
ENST00000316149	0.1143
ENST00000316218	0.0116
ENST00000316273	0.0434
ENST00000316292	0.0000
ENST00000316308	0.0062
ENST00000316334	0.0203
ENST00000316355	0.0117
ENST00000316364	0.0056
ENST00000316375	0.0480
ENST00000316386	0.0452
ENST00000316403	0.0470
ENST00000316407	0.0288
ENST00000316423	0.0061
ENST00000316448	0.0024
ENST00000316461	0.0000
ENST00000316509	0.0000
ENST00000316534	0.0547
ENST00000316549	0.0140
ENST00000316554	0.0361
ENST00000316562	0.0317
ENST00000316594	0.0000
ENST00000316610	0.0108
ENST00000316623	0.0066
ENST00000316634	0.0000
ENST00000316637	0.0111
ENST00000316660	0.0556
ENST00000316694	0.0186
ENST00000316715	0.0000
ENST00000316752	0.0189
ENST00000316754	0.0047
ENST00000316757	0.0348
ENST00000316763	0.0612
ENST00000316788	0.0000
ENST00000316793	0.0257
ENST00000316836	0.0028
ENST00000316881	0.0508
ENST00000316902	0.0131
ENST00000316924	0.0145
ENST00000316937	0.0086
ENST00000316950	0.0146
ENST00000316963	0.0130
ENST00000316981	0.0020
ENST00000317058	0.0000
ENST00000317096	0.0290
ENST00000317135	0.0243
ENST00000317147	0.0126
ENST00000317178	0.0347
ENST00000317204	0.0036
ENST00000317216	0.0000
ENST00000317233	0.0278
ENST00000317243	0.0762
ENST00000317254	0.0405
ENST00000317287	0.0228
ENST00000317402	0.0507
ENST00000317449	0.0420
ENST00000317483	0.0084
ENST00000317506	0.0097
ENST00000317552	0.0015
ENST00000317568	0.0280
ENST00000317578	0.0244
ENST00000317615	0.0455
ENST00000317635	0.0052
ENST00000317668	0.0947
ENST00000317676	0.0704
ENST00000317683	0.0116
ENST00000317697	0.0000
ENST00000317734	0.0357
ENST00000317744	0.0174
ENST00000317868	0.0175
ENST00000317881	0.0034
ENST00000317932	0.0000
ENST00000317955	0.0387
ENST00000317995	0.0000
ENST00000318008	0.0153
ENST00000318010	0.0230
ENST00000318041	0.0355
ENST00000318059	0.0080
ENST00000318080	0.0208
ENST00000318109	0.0170
ENST00000318130	0.0045
ENST00000318160	0.0000
ENST00000318203	0.0995
ENST00000318238	0.0461
ENST00000318304	0.0119
ENST00000318348	0.0000
ENST00000318388	0.0080
ENST00000318407	0.0000
ENST00000318442	0.0833
ENST00000318443	0.0281
ENST00000318445	0.0056
ENST00000318493	0.0123
ENST00000318561	0.0733
ENST00000318579	0.0315
ENST00000318584	0.0141
ENST00000318596	0.0094
ENST00000318607	0.0000
ENST00000318627	0.0142
ENST00000318636	0.0189
ENST00000318663	0.0305
ENST00000318672	0.0125
ENST00000318782	0.0037
ENST00000318950	0.0068
ENST00000318967	0.0000
ENST00000318978	0.0000
ENST00000318981	0.0206
ENST00000318988	0.0000
ENST00000319006	0.0131
ENST00000319017	0.0100
ENST00000319074	0.0143
ENST00000319119	0.0000
ENST00000319121	0.0000
ENST00000319172	0.0020
ENST00000319212	0.0206
ENST00000319264	0.0264
ENST00000319273	0.0078
ENST00000319283	0.0406
ENST00000319285	0.0176
ENST00000319286	0.0302
ENST00000319331	0.0098
ENST00000319357	0.0217
ENST00000319359	0.1403
ENST00000319363	0.0474
ENST00000319380	0.0070
ENST00000319394	0.0000
ENST00000319410	0.0320
ENST00000319420	0.0136
ENST00000319460	0.0225
ENST00000319481	0.0190
ENST00000319540	0.0182
ENST00000319550	0.0176
ENST00000319622	0.0094
ENST00000319675	0.0380
ENST00000319694	0.0233
ENST00000319769	0.0102
ENST00000319942	0.0000
ENST00000319968	0.0705
ENST00000320031	0.0372
ENST00000320033	0.0000
ENST00000320081	0.0071
ENST00000320129	0.0517
ENST00000320211	0.0291
ENST00000320270	0.0219
ENST00000320316	0.0050
ENST00000320334	0.0049
ENST00000320356	0.0000
ENST00000320474	0.0121
ENST00000320521	0.0527
ENST00000320591	0.0000
ENST00000320619	0.0185
ENST00000320623	0.0328
ENST00000320740	0.0085
ENST00000320741	0.0370
ENST00000320756	0.0068
ENST00000320767	0.0365
ENST00000320776	0.0278
ENST00000320785	0.0136
ENST00000320848	0.0000
ENST00000320857	0.0116
ENST00000320895	0.0093
ENST00000320912	0.0000
ENST00000320954	0.0075
ENST00000320996	0.0185
ENST00000321037	0.0243
ENST00000321153	0.0000
ENST00000321196	0.0048
ENST00000321256	0.0000
ENST00000321276	0.0326
ENST00000321337	0.0052
ENST00000321348	0.0559
ENST00000321356	0.0207
ENST00000321394	0.0036
ENST00000321407	0.0142
ENST00000321420	0.0674
ENST00000321437	0.0000
ENST00000321442	0.0093
ENST00000321453	0.0678
ENST00000321464	0.0142
ENST00000321531	0.0582
ENST00000321545	0.0710
ENST00000321556	0.0275
ENST00000321562	0.0155
ENST00000321596	0.0644
ENST00000321599	0.0023
ENST00000321612	0.0088
ENST00000321725	0.0473
ENST00000321757	0.0000
ENST00000321760	0.0294
ENST00000321870	0.0343
ENST00000321871	0.0539
ENST00000321895	0.0300
ENST00000321998	0.0645
ENST00000322008	0.0316
ENST00000322028	0.0000
ENST00000322048	0.0035
ENST00000322066	0.1014
ENST00000322088	0.0000
ENST00000322099	0.0050
ENST00000322142	0.0036
ENST00000322157	0.0012
ENST00000322165	0.0694
ENST00000322177	0.0352
ENST00000322203	0.0000
ENST00000322213	0.0235
ENST00000322217	0.0105
ENST00000322247	0.0331
ENST00000322310	0.0084
ENST00000322329	0.0083
ENST00000322354	0.0102
ENST00000322357	0.0034
ENST00000322428	0.0156
ENST00000322434	0.0359
ENST00000322507	0.0164
ENST00000322623	0.0000
ENST00000322734	0.0242
ENST00000322748	0.0261
ENST00000322764	0.1023
ENST00000322813	0.0130
